code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,영업비용
6260,LS,산업재,2020,Q1,2020-05-15,"224,306,000,000","3,316,144,000,000","3,540,450,000,000","119,935,000,000","233,766,000,000","353,701,000,000","2,943,848,000,000","3,186,749,000,000",,9144000000.0,11871000000.0,9936000000.0,"161,000,000,000",,
6260,LS,산업재,2020,Q2,2020-08-14,"173,402,000,000","3,352,367,000,000","3,525,769,000,000","76,082,000,000","229,820,000,000","305,902,000,000","2,980,814,000,000","3,219,867,000,000",,40228000000.0,36058000000.0,37008000000.0,"161,000,000,000",,
6260,LS,산업재,2020,Q3,2020-11-16,"173,712,000,000","3,409,969,000,000","3,583,681,000,000","75,468,000,000","230,140,000,000","305,608,000,000","3,000,450,000,000","3,278,073,000,000",,18156000000.0,19930000000.0,19511000000.0,"161,000,000,000",,
6260,LS,산업재,2020,Q4,2021-03-19,"178,289,000,000","3,441,200,000,000","3,619,489,000,000","78,609,000,000","230,307,000,000","308,916,000,000","3,060,871,000,000","3,310,573,000,000",,57333000000.0,60265000000.0,56054000000.0,"161,000,000,000",,
6260,LS,산업재,2021,Q1,2021-05-17,"260,992,000,000","3,414,298,000,000","3,675,290,000,000","115,281,000,000","230,324,000,000","345,605,000,000","3,076,683,000,000","3,329,685,000,000",,51391000000.0,50619000000.0,49434000000.0,"161,000,000,000",,
6260,LS,산업재,2021,Q2,2021-08-17,"369,908,000,000","3,539,635,000,000","3,909,543,000,000","194,588,000,000","293,325,000,000","487,913,000,000","3,167,911,000,000","3,421,630,000,000",,101025000000.0,98822000000.0,99874000000.0,"161,000,000,000",,
6260,LS,산업재,2021,Q3,2021-11-15,"107,888,000,000","3,867,996,000,000","3,975,884,000,000","192,648,000,000","288,069,000,000","480,717,000,000","3,213,521,000,000","3,495,167,000,000",,61296000000.0,42395000000.0,47454000000.0,"161,000,000,000",,
6260,LS,산업재,2021,Q4,2022-03-21,"127,492,000,000","3,901,403,000,000","4,028,895,000,000","199,074,000,000","283,224,000,000","482,298,000,000","3,291,983,000,000","3,546,597,000,000",,89694000000.0,79613000000.0,80763000000.0,"161,000,000,000",,
6260,LS,산업재,2022,Q1,2022-05-16,"223,948,000,000","3,926,937,000,000","4,150,885,000,000","245,768,000,000","282,935,000,000","528,703,000,000","3,370,967,000,000","3,622,182,000,000",,124589000000.0,120441000000.0,118889000000.0,"161,000,000,000",,
6260,LS,산업재,2022,Q2,2022-08-16,"261,063,000,000","3,924,923,000,000","4,185,986,000,000","211,734,000,000","281,020,000,000","492,754,000,000","3,440,122,000,000","3,693,232,000,000",,74595000000.0,70822000000.0,69881000000.0,"161,000,000,000",,
6260,LS,산업재,2022,Q3,2022-11-14,"191,762,000,000","4,937,851,000,000","5,129,613,000,000","282,857,000,000","1,085,924,000,000","1,368,781,000,000","3,564,992,000,000","3,760,832,000,000",,188221000000.0,192992000000.0,125420000000.0,"161,000,000,000",,
6260,LS,산업재,2022,Q4,2023-03-21,"113,689,000,000","5,180,804,000,000","5,294,493,000,000","250,767,000,000","1,072,199,000,000","1,322,966,000,000","3,726,432,000,000","3,971,527,000,000",,154836000000.0,129566000000.0,132599000000.0,"161,000,000,000",,
6260,LS,산업재,2023,Q1,2023-05-15,"366,890,000,000","4,994,208,000,000","5,361,098,000,000","691,257,000,000","701,241,000,000","1,392,498,000,000","3,582,899,000,000","3,968,600,000,000",,98406000000.0,98406000000.0,98406000000.0,"161,000,000,000",,
6260,LS,산업재,2023,Q2,2023-08-14,"237,752,000,000","5,124,534,000,000","5,362,286,000,000","803,590,000,000","503,441,000,000","1,307,031,000,000","3,667,256,000,000","4,055,255,000,000",,98406000000.0,85602000000.0,84824000000.0,"161,000,000,000",,
6260,LS,산업재,2023,Q3,2023-11-14,"133,329,000,000","5,336,440,000,000","5,469,769,000,000","802,518,000,000","415,190,000,000","1,217,708,000,000","3,874,785,000,000","4,252,061,000,000",,58824000000.0,52826000000.0,41250000000.0,"161,000,000,000",18022000000.0,
6260,LS,산업재,2023,Q4,2024-03-20,"119,292,000,000","5,727,829,000,000","5,847,121,000,000","923,759,000,000","500,276,000,000","1,424,035,000,000","3,982,076,000,000","4,423,086,000,000",508974000000.0,193082000000.0,66100000000.0,96587000000.0,"161,000,000,000",260774000000.0,60256000000.0
6260,LS,산업재,2024,Q1,2024-05-16,"346,653,000,000","5,564,553,000,000","5,911,206,000,000","1,052,557,000,000","495,590,000,000","1,548,147,000,000","3,979,698,000,000","4,363,059,000,000",56677000000.0,43605000000.0,39390000000.0,42642000000.0,"161,000,000,000",25684000000.0,13072000000.0
6260,LS,산업재,2024,Q2,2024-08-14,"48,397,000,000","5,853,958,000,000","5,902,355,000,000","853,940,000,000","500,458,000,000","1,354,398,000,000","4,153,250,000,000","4,547,957,000,000",202994000000.0,190321000000.0,179556000000.0,177278000000.0,"161,000,000,000",176331000000.0,12673000000.0
6260,LS,산업재,2024,Q3,2024-11-14,"25,111,000,000","5,888,980,000,000","5,914,091,000,000","920,570,000,000","402,663,000,000","1,323,233,000,000","4,196,054,000,000","4,590,858,000,000",69028000000.0,56510000000.0,45896000000.0,44705000000.0,"161,000,000,000",78991000000.0,12518000000.0
6260,LS,산업재,2024,Q4,2025-03-19,"111,675,000,000","5,293,638,000,000","5,405,313,000,000","401,260,000,000","491,949,000,000","893,209,000,000","4,136,350,000,000","4,512,104,000,000",11388000000.0,-13988000000.0,-28504000000.0,-28173000000.0,"161,000,000,000",-92996000000.0,25376000000.0
6260,LS,산업재,2025,Q1,2025-05-15,"130,930,000,000","5,545,056,000,000","5,675,986,000,000","471,577,000,000","402,111,000,000","873,688,000,000","4,211,619,000,000","4,802,298,000,000",109578000000.0,96806000000.0,87945000000.0,86938000000.0,"161,000,000,000",150288000000.0,12772000000.0
6260,LS,산업재,2025,Q2,2025-08-14,"97,320,000,000","5,531,330,000,000","5,628,650,000,000","433,021,000,000","399,559,000,000","832,580,000,000","4,262,093,000,000","4,796,070,000,000",127587000000.0,114836000000.0,102266000000.0,102018000000.0,"161,000,000,000",67787000000.0,12751000000.0
