,name,sector,year,quarter,매출액변화율,자산총계변화율,이익잉여금변화율,비유동자산변화율,영업이익변화율,Relative Return,특정 증권 등 소유 수변화율,특정 증권 등 소유 증감 수변화율,주주 수변화율,1인평균급여변화율,Label,Code
10,Korea_Shell_Petroleum,Energy_&_Utilities,2022,Q1,-0.10241498001973448,-0.059156541350044334,0.15898117367455533,0.030475069474484195,-0.1399725321219365,-0.06534628098570389,0.0,0.0,0.1254253030109863,0.13966005044122898,0.06390503643832378,002960
10,S-Oil,Energy_&_Utilities,2022,Q1,-0.11960711880299302,-0.11697769583451012,-0.10265248777890612,0.005797702137464444,-2.408136882713284,-0.19311577677845548,-0.18142123674283428,-0.12102485413766884,-0.1000676897958368,-0.14363678131713198,0.1973580921653567,010950
10,Korea_Electric_Power_Corporation_(KEPCO),Energy_&_Utilities,2022,Q1,-0.04786673031510946,-0.029354918959550336,0.21820158514326315,-0.020771047264357634,-1.1913509898834027,-0.04218985085252956,-0.13744595039957241,-0.118334021901497,0.2748000086492989,0.10611741812971964,0.09286183581279435,015760
10,Korea_Electric_Terminal,Energy_&_Utilities,2022,Q1,-0.06591819246530872,-0.025882443985186354,-0.006121365884778074,-0.015761808030653413,0.5465501288091466,0.02530204422557241,-0.060836777121954455,0.01333351248811021,0.41262679457761586,0.054559837630299146,-0.08657405487457678,025540
10,Korea_Gas_Corporation,Energy_&_Utilities,2022,Q1,-0.5140919388818563,-0.14933225532318373,-0.08506358875499043,-0.10421501645795295,-1.4308359565560362,-0.18540478710025268,-0.34813875658252047,0.6273425229656142,0.3308515292122325,0.22472636661769818,0.08835621447307734,036460
10,KEPCO_KPS,Energy_&_Utilities,2022,Q1,0.19994869378394875,-0.03170448441494611,0.01818057385053673,-0.04027613178550471,-11.810724993141912,0.026506309170831514,-0.00227964475148279,0.3168854913405815,0.2843890826637857,0.11926592933819202,0.1403527226046044,051600
10,SK_Innovation,Energy_&_Utilities,2022,Q1,0.16604941495057424,-0.011834066792377751,-0.023713963500673563,-1.1554863151630457e-05,-1.2994975088136984,-0.07979100430350082,0.08510070344971088,0.08335140348957326,0.503150635963897,-0.04018466477539007,-0.03213265392944509,096770
