,name,sector,year,quarter,매출액변화율,비유동자산변화율,영업이익변화율,Code
3,Korea_Shell_Petroleum,Energy_&_Utilities,2023,Q4,0.0028176699955114737,-0.05029942049199376,0.40712765689447716,002960
3,S-Oil,Energy_&_Utilities,2023,Q4,-0.0954810283017582,-0.05570234714468758,1.0666712511262035,010950
3,Korea_Electric_Power_Corporation_(KEPCO),Energy_&_Utilities,2023,Q4,0.08207045362887866,-0.0005523646835645657,3.062078550470994,015760
3,Korea_Electric_Terminal,Energy_&_Utilities,2023,Q4,0.009767879800544277,0.02211139375049942,0.14238861116206325,025540
3,Korea_Gas_Corporation,Energy_&_Utilities,2023,Q4,-0.365746794481947,0.02907807893639125,-2.311025506234474,036460
3,KEPCO_KPS,Energy_&_Utilities,2023,Q4,-0.30136933394457954,0.0211583167123367,-0.6211204798344074,051600
3,SK_Innovation,Energy_&_Utilities,2023,Q4,-2.8252809393619382,0.0023932616518372862,-61.785167495979536,096770
