,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
15,CJ대한통운,2021,Q1,산업재,-0.0013950976945100314,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.023021486438886938,000120
15,두산,2021,Q1,산업재,0.4133159621832869,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.3998221686124155,000150
15,SK하이닉스,2021,Q1,정보기술,-0.16196221259107016,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.14016093166180846,000660
15,LG상사,2021,Q1,산업재,0.13019494504908907,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.16533429368954639,001120
15,대한항공,2021,Q1,산업재,0.002459938505026964,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.018333141026916258,003490
15,LG,2021,Q1,정보기술,0.38867039231396616,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.0,003550
15,S&T중공업,2021,Q1,산업재,0.21360493373460077,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.24394302420486916,003570
15,한솔테크닉스,2021,Q1,정보기술,-0.07232028588327229,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.1667863766138609,004710
15,삼성전자,2021,Q1,정보기술,-0.04749286885392753,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.06520218578722098,005930
15,LS,2021,Q1,산업재,0.09368193975702957,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.02215560018290256,006260
15,삼성SDI,2021,Q1,정보기술,-0.051867556383400376,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.304686954315942,006400
15,대덕전자,2021,Q1,정보기술,0.03994710777153376,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.03748639798828364,008060
15,삼성전기,2021,Q1,정보기술,-0.1447299000532229,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.08564752604963435,009150
15,LS산전,2021,Q1,산업재,-0.07273411347431195,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.1767543787661602,010120
15,LG이노텍,2021,Q1,정보기술,-0.017628415396143716,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.09248674766308607,011070
15,현대상선,2021,Q1,산업재,0.9641633652587319,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.12606770772181125,011200
15,삼성에스디에스,2021,Q1,정보기술,-0.0688556862167449,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.016381005326633488,018260
15,일진머티리얼즈,2021,Q1,정보기술,0.013472384297807137,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.20077044088721116,020150
15,한국단자,2021,Q1,산업재,0.12201228827997054,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.09048444396116133,025540
15,신도리코,2021,Q1,정보기술,0.022992224041519016,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.006289685622142174,029530
15,LG디스플레이,2021,Q1,정보기술,-0.037279300096139764,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.055317012731986435,034220
15,SK,2021,Q1,정보기술,0.10737514552554797,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,-0.0115884149037341,034730
15,한미반도체,2021,Q1,정보기술,0.5030631965237449,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.16275575000853928,042700
15,대우인터내셔널,2021,Q1,산업재,0.005251321471199531,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.08005449651156404,047050
15,한국항공우주,2021,Q1,산업재,-0.14587537595368386,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.049093454303103835,047810
15,한전KPS,2021,Q1,산업재,0.3543487225247332,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.033138388066082713,051600
15,LG전자,2021,Q1,정보기술,-0.04547045011634894,0.0,0.016000000000000014,0.0,2.0127382750040668,0.0,0.0,0.010694476726712528,066570
15,현대글로비스,2021,Q1,산업재,-0.0639181928748738,0.0,0.016000000000000014,0.07231825865289432,2.0127382750040668,0.0,0.0,0.01401639757709715,086280
