,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
3,CJ대한통운,2024,Q1,산업재,-0.09066596150247212,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.1259301080721996,000120
3,두산,2024,Q1,산업재,0.10206862428119036,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.0455161477199009,000150
3,SK하이닉스,2024,Q1,정보기술,0.11249804517776539,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.0056832299734496106,000660
3,LG상사,2024,Q1,산업재,0.06799306689519649,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.06237257237707773,001120
3,대한항공,2024,Q1,산업재,-0.037283942385047716,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.017479234017668807,003490
3,LG,2024,Q1,정보기술,-0.12895686160619435,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.014990612373758504,003550
3,S&T중공업,2024,Q1,산업재,-0.09528477142670433,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.4689799638747659,003570
3,한솔테크닉스,2024,Q1,정보기술,-0.15300954610124376,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.09422747279971624,004710
3,삼성전자,2024,Q1,정보기술,0.047702561994951,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.0027033693163534683,005930
3,LS,2024,Q1,산업재,0.37648445993258495,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.23381056685538884,006260
3,삼성SDI,2024,Q1,정보기술,0.009525937278218849,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.2315671435127912,006400
3,대덕전자,2024,Q1,정보기술,-0.06674507553379483,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.01728136942842861,008060
3,삼성전기,2024,Q1,정보기술,0.08718426559572137,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.027343267338761988,009150
3,LS산전,2024,Q1,산업재,1.1140461433752105,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.009497192626590809,010120
3,LG이노텍,2024,Q1,정보기술,0.10802436380744371,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.1075534805657655,011070
3,현대상선,2024,Q1,산업재,0.14795358872219788,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.010078659241433162,011200
3,삼성에스디에스,2024,Q1,정보기술,-0.04243062980629751,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.0688738226729983,018260
3,일진머티리얼즈,2024,Q1,정보기술,0.12988259365044488,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.2064863183738475,020150
3,한국단자,2024,Q1,산업재,-0.015590539087038785,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.07311816833167689,025540
3,신도리코,2024,Q1,정보기술,0.0013086710792757292,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.05250804077341569,029530
3,LG디스플레이,2024,Q1,정보기술,-0.05333620808120056,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.06870928476030173,034220
3,SK,2024,Q1,정보기술,-0.14090738397954344,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.10748432094858457,034730
3,한미반도체,2024,Q1,정보기술,0.3914876399004474,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,-0.15253733602420821,042700
3,대우인터내셔널,2024,Q1,산업재,-0.24271090067905848,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.10690412009333883,047050
3,한국항공우주,2024,Q1,산업재,0.04946272448238216,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.07204050007779231,047810
3,한전KPS,2024,Q1,산업재,-0.03023632796750363,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.18746284167932897,051600
3,LG전자,2024,Q1,정보기술,-0.04061272153304085,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.009470725120391758,066570
3,현대글로비스,2024,Q1,산업재,-0.029745857766283784,0.0,-0.011764705882352788,0.0,-0.11265192787422551,0.0,0.0,0.20362637743797762,086280
