,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
6,CJ대한통운,2023,Q2,산업재,-0.03483625001144944,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.0018312838947458498,000120
6,두산,2023,Q2,산업재,0.09872153547567038,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.2355025124873475,000150
6,SK하이닉스,2023,Q2,정보기술,0.2757811796600229,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.19518738408239644,000660
6,LG상사,2023,Q2,산업재,0.12476092431538251,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.14747209053297525,001120
6,대한항공,2023,Q2,산업재,0.05292998064844704,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.11089987595250758,003490
6,LG,2023,Q2,정보기술,-0.11107972284197581,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.03902478990411453,003550
6,S&T중공업,2023,Q2,산업재,-0.028479162846139758,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.4007626565506782,003570
6,한솔테크닉스,2023,Q2,정보기술,-0.057082373844836325,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.006413112700537828,004710
6,삼성전자,2023,Q2,정보기술,0.0035359450230512124,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.08806308701045537,005930
6,LS,2023,Q2,산업재,0.2085931753900197,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.3065947912067449,006260
6,삼성SDI,2023,Q2,정보기술,-0.0990541303759573,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.28770043814046464,006400
6,대덕전자,2023,Q2,정보기술,-0.020139870633995475,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.014959936012567641,008060
6,삼성전기,2023,Q2,정보기술,0.06783699676991814,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.06054771648406905,009150
6,LS산전,2023,Q2,산업재,0.5275378484954165,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.3045992747501028,010120
6,LG이노텍,2023,Q2,정보기술,-0.13046491604285593,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.06411316144140572,011070
6,현대상선,2023,Q2,산업재,-0.17092408708233928,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.007463480129581125,011200
6,삼성에스디에스,2023,Q2,정보기술,0.115007173898046,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.12041705171341337,018260
6,일진머티리얼즈,2023,Q2,정보기술,-0.13558241959374598,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.23038020457949288,020150
6,한국단자,2023,Q2,산업재,-0.19408448991482824,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.26112799861195235,025540
6,신도리코,2023,Q2,정보기술,-0.08558121273685226,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.02563904620318104,029530
6,LG디스플레이,2023,Q2,정보기술,-0.09839049844690133,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.014785660795847602,034220
6,SK,2023,Q2,정보기술,-0.1270397541953937,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.07693036277428286,034730
6,한미반도체,2023,Q2,정보기술,1.307790103929623,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.2881108767356645,042700
6,대우인터내셔널,2023,Q2,산업재,2.2610300352168218,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.3189297291239039,047050
6,한국항공우주,2023,Q2,산업재,-0.06547424053407166,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,-0.029950585891655654,047810
6,한전KPS,2023,Q2,산업재,-0.12695182883572922,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.04657287809756606,051600
6,LG전자,2023,Q2,정보기술,-0.1177287978467354,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.03252759019836282,066570
6,현대글로비스,2023,Q2,산업재,-0.006006078661032178,0.0,-0.04938271604938271,0.0,-0.3075171004307199,0.0,0.0,0.048617823940788854,086280
