,Feature,Importance
0,P_보유 주식 수 변화율,0.23784734468995145
1,M_실업률 변화율,0.1782930294107038
2,P_1인평균급여 변화율,0.17823911581677576
3,M_소비자물가지수 변화율,0.14717776747926803
4,P_기말 소유주식 수 변화율,0.13231829512339463
5,P_자기주식수 변화율,0.1261244474799063
