,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
31,CJ대한통운,2017,Q1,산업재,0.008160029551212027,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.07002388280293698,000120
31,두산,2017,Q1,산업재,0.016954605162627846,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.27590082802195737,000150
31,SK하이닉스,2017,Q1,정보기술,0.03107106492552158,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.09630594026553092,000660
31,LG상사,2017,Q1,산업재,-0.03542959331238795,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.10095799557848197,001120
31,대한항공,2017,Q1,산업재,-0.017814113037531713,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.09689873056460413,003490
31,LG,2017,Q1,정보기술,-0.03586645834080273,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.0728345059379617,003550
31,S&T중공업,2017,Q1,산업재,-0.12951038447300792,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.03294770782556234,003570
31,한솔테크닉스,2017,Q1,정보기술,-0.12902590442213896,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.04798884739643876,004710
31,삼성전자,2017,Q1,정보기술,0.038136403063849696,0.05748702620387114,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.035921684273371696,005930
31,LS,2017,Q1,산업재,0.0306294134011929,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.2403844910729292,006260
31,삼성SDI,2017,Q1,정보기술,0.05118822344474085,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.08697602830662833,006400
31,대덕전자,2017,Q1,정보기술,-0.05961333565303157,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.1969895920239354,008060
31,삼성전기,2017,Q1,정보기술,0.060985497586756844,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.15996759832559693,009150
31,LS산전,2017,Q1,산업재,0.09361378968942768,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.05932401154252052,010120
31,LG이노텍,2017,Q1,정보기술,-0.1041065943186858,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.20028424044636273,011070
31,현대상선,2017,Q1,산업재,0.04220540702980747,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.15852426423223576,011200
31,삼성에스디에스,2017,Q1,정보기술,0.04735730161784516,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.16750537547571698,018260
31,일진머티리얼즈,2017,Q1,정보기술,0.14253772175128712,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.7568403036741871,020150
31,한국단자,2017,Q1,산업재,-0.012630826826088008,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.05748702621538726,-0.07227961953471577,025540
31,신도리코,2017,Q1,정보기술,0.014488387760167247,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.07555076496661861,029530
31,LG디스플레이,2017,Q1,정보기술,-0.09875277484784531,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.016931343947018694,034220
31,SK,2017,Q1,정보기술,-0.01376161223983275,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,0.06368776918853691,034730
31,한미반도체,2017,Q1,정보기술,0.12138398787809404,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.05422343559557907,042700
31,대우인터내셔널,2017,Q1,산업재,-0.04027023292948792,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.05748702621476087,-0.04366249078850408,047050
31,한국항공우주,2017,Q1,산업재,0.05962125489303439,0.05748702621520896,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.41103735527460894,047810
31,한전KPS,2017,Q1,산업재,-0.16436966646630802,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.15239433098220867,051600
31,LG전자,2017,Q1,정보기술,0.13136100855079683,0.0,0.0277777777777779,0.0,0.5158067335463936,0.0,0.0,-0.11669096039191877,066570
31,현대글로비스,2017,Q1,산업재,-0.016697783682392824,0.0,0.0277777777777779,0.05748702621530111,0.5158067335463936,0.0,0.0,0.06391622056542583,086280
