,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,실업률 변화율,1인평균급여 변화율,소비자물가지수 변화율,기말 소유주식 수 변화율,자기주식수 변화율,Label,Code
7,CJ대한통운,2023,Q1,산업재,0.02659724469511341,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.03483625001144944,000120
7,두산,2023,Q1,산업재,-0.1273457788138802,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.09872153547567038,000150
7,SK하이닉스,2023,Q1,정보기술,-0.0008162829245996137,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.2757811796600229,000660
7,LG상사,2023,Q1,산업재,0.02261175024150343,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.12476092431538251,001120
7,대한항공,2023,Q1,산업재,-0.05304822302080679,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.05292998064844704,003490
7,LG,2023,Q1,정보기술,-0.021585208806486254,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.11107972284197581,003550
7,S&T중공업,2023,Q1,산업재,-0.015479490453795208,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.028479162846139758,003570
7,한솔테크닉스,2023,Q1,정보기술,0.17818140706246596,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.057082373844836325,004710
7,삼성전자,2023,Q1,정보기술,0.03281908572503358,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.0035359450230512124,005930
7,LS,2023,Q1,산업재,0.2642891293053567,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.2085931753900197,006260
7,삼성SDI,2023,Q1,정보기술,-0.1574954555911215,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.0990541303759573,006400
7,대덕전자,2023,Q1,정보기술,-0.07024964463828759,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.020139870633995475,008060
7,삼성전기,2023,Q1,정보기술,-0.11883706181507349,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.06783699676991814,009150
7,LS산전,2023,Q1,산업재,0.11277501706591203,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.5275378484954165,010120
7,LG이노텍,2023,Q1,정보기술,-0.03873947684560829,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.13046491604285593,011070
7,현대상선,2023,Q1,산업재,-0.06938492671878113,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.17092408708233928,011200
7,삼성에스디에스,2023,Q1,정보기술,-0.07979013098223055,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,0.115007173898046,018260
7,일진머티리얼즈,2023,Q1,정보기술,-0.1345877356486627,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.13558241959374598,020150
7,한국단자,2023,Q1,산업재,0.1496668195291516,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.19408448991482824,025540
7,신도리코,2023,Q1,정보기술,0.02003855357259586,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.08558121273685226,029530
7,LG디스플레이,2023,Q1,정보기술,-0.03526271081562244,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.09839049844690133,034220
7,SK,2023,Q1,정보기술,-0.02972122647696558,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.1270397541953937,034730
7,한미반도체,2023,Q1,정보기술,0.3726371736468788,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,1.307790103929623,042700
7,대우인터내셔널,2023,Q1,산업재,0.20314542316747272,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,2.2610300352168218,047050
7,한국항공우주,2023,Q1,산업재,0.13746408010837835,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.06547424053407166,047810
7,한전KPS,2023,Q1,산업재,-0.03036839994891402,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.12695182883572922,051600
7,LG전자,2023,Q1,정보기술,-0.09705128688246607,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.1177287978467354,066570
7,현대글로비스,2023,Q1,산업재,0.021111420406996893,0.0,-0.05813953488372092,0.0,-0.11353477832962133,0.0,0.0,-0.006006078661032178,086280
