접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230424000137,2023-04-24,00159023,SK텔레콤,김준모,등기임원,사외이사,-,"2,785","1,338",0.00,0.00,2023,Q2
20230424000136,2023-04-24,00159023,SK텔레콤,김석동,등기임원,사외이사,-,"2,785","1,338",0.00,0.00,2023,Q2
20230424000129,2023-04-24,00159023,SK텔레콤,김용학,등기임원,사외이사,-,"3,358","1,647",0.00,0.00,2023,Q2
20230424000140,2023-04-24,00159023,SK텔레콤,오혜연,등기임원,사외이사,-,"1,338","1,338",0.00,0.00,2023,Q2
20230424000142,2023-04-24,00159023,SK텔레콤,윤영민,등기임원,사외이사,-,"2,785","1,338",0.00,0.00,2023,Q2
20230517000140,2023-05-17,00159023,SK텔레콤,박명순,비등기임원,담당,-,"1,026","-1,004",0.00,0.00,2023,Q2
20230830000171,2023-08-30,00159023,SK텔레콤,박명순,비등기임원,담당,-,571,-455,0.00,0.00,2023,Q3
20240105000012,2024-01-05,00159023,SK텔레콤,박규현,비등기임원,담당,-,"2,269","2,269",0.00,0.00,2024,Q1
20240105000007,2024-01-05,00159023,SK텔레콤,김호근,비등기임원,담당,-,"1,557","1,557",0.00,0.00,2024,Q1
20240105000006,2024-01-05,00159023,SK텔레콤,김명국,비등기임원,담당,-,410,410,0.00,0.00,2024,Q1
20240105000013,2024-01-05,00159023,SK텔레콤,유철준,비등기임원,담당,-,928,928,0.00,0.00,2024,Q1
20240105000116,2024-01-05,00159023,SK텔레콤,정재헌,비등기임원,담당,-,"1,518","1,518",0.00,0.00,2024,Q1
20240105000027,2024-01-05,00159023,SK텔레콤,황재만,비등기임원,담당,-,465,465,0.00,0.00,2024,Q1
20240105000015,2024-01-05,00159023,SK텔레콤,이재신,비등기임원,담당,-,"1,742","1,742",0.00,0.00,2024,Q1
20240105000016,2024-01-05,00159023,SK텔레콤,이재준,비등기임원,임원,-,200,200,0.00,0.00,2024,Q1
20240105000018,2024-01-05,00159023,SK텔레콤,이혜연,비등기임원,담당,-,"1,007","1,007",0.00,0.00,2024,Q1
20240105000021,2024-01-05,00159023,SK텔레콤,조현덕,비등기임원,담당,-,700,700,0.00,0.00,2024,Q1
20240105000023,2024-01-05,00159023,SK텔레콤,채영훈,비등기임원,담당,-,"1,787","1,787",0.00,0.00,2024,Q1
20240105000025,2024-01-05,00159023,SK텔레콤,홍선기,비등기임원,담당,-,"2,747","2,747",0.00,0.00,2024,Q1
20240108000060,2024-01-08,00159023,SK텔레콤,이현우,비등기임원,담당,-,303,303,0.00,0.00,2024,Q1
20240131000430,2024-01-31,00159023,SK텔레콤,유영상,등기임원,대표이사,-,"20,309","8,335",0.01,0.00,2024,Q1
20240131000443,2024-01-31,00159023,SK텔레콤,강종렬,등기임원,담당,-,"8,823","3,065",0.00,0.00,2024,Q1
20240202000015,2024-02-02,00159023,SK텔레콤,DAVIS ERIC HARTMAN,비등기임원,담당,-,"1,772",567,0.00,0.00,2024,Q1
20240202000017,2024-02-02,00159023,SK텔레콤,구현철,비등기임원,담당,-,"3,354","1,060",0.00,0.00,2024,Q1
20240202000018,2024-02-02,00159023,SK텔레콤,권영상,비등기임원,담당,-,"4,638","1,368",0.00,0.00,2024,Q1
20240202000019,2024-02-02,00159023,SK텔레콤,권해성,비등기임원,담당,-,"2,199",562,0.00,0.00,2024,Q1
20240202000022,2024-02-02,00159023,SK텔레콤,김경덕,비등기임원,사업부장,-,"2,113","2,113",0.00,0.00,2024,Q1
20240202000023,2024-02-02,00159023,SK텔레콤,김대성,비등기임원,담당,-,"3,352","1,058",0.00,0.00,2024,Q1
20240202000025,2024-02-02,00159023,SK텔레콤,김도연,비등기임원,담당,-,549,549,0.00,0.00,2024,Q1
20240202000027,2024-02-02,00159023,SK텔레콤,김동현,비등기임원,담당,-,"5,469","2,816",0.00,0.00,2024,Q1
20240202000029,2024-02-02,00159023,SK텔레콤,김명국,비등기임원,담당,-,"1,474","1,064",0.00,0.00,2024,Q1
20240202000030,2024-02-02,00159023,SK텔레콤,김상범,비등기임원,담당,-,"2,677","1,123",0.00,0.00,2024,Q1
20240202000034,2024-02-02,00159023,SK텔레콤,김성준,비등기임원,담당,-,"5,699","1,767",0.00,0.00,2024,Q1
20240202000035,2024-02-02,00159023,SK텔레콤,김용훈,비등기임원,사업부장,-,"3,334","3,334",0.00,0.00,2024,Q1
20240202000037,2024-02-02,00159023,SK텔레콤,김정훈,비등기임원,담당,-,"4,149","1,506",0.00,0.00,2024,Q1
20240202000041,2024-02-02,00159023,SK텔레콤,김지원,비등기임원,담당,-,"3,935","1,127",0.00,0.00,2024,Q1
20240202000042,2024-02-02,00159023,SK텔레콤,김지형,비등기임원,담당,-,"1,957",607,0.00,0.00,2024,Q1
20240202000046,2024-02-02,00159023,SK텔레콤,김지훈,비등기임원,담당,-,"2,299","2,096",0.00,0.00,2024,Q1
20240202000052,2024-02-02,00159023,SK텔레콤,김혁,비등기임원,담당,-,"4,010",825,0.00,0.00,2024,Q1
20240202000053,2024-02-02,00159023,SK텔레콤,김호근,비등기임원,담당,-,"1,982",425,0.00,0.00,2024,Q1
20240202000054,2024-02-02,00159023,SK텔레콤,김희섭,비등기임원,담당,-,"5,714","1,858",0.00,0.00,2024,Q1
20240202000055,2024-02-02,00159023,SK텔레콤,류정환,비등기임원,담당,-,"5,102","1,646",0.00,0.00,2024,Q1
20240202000057,2024-02-02,00159023,SK텔레콤,문갑인,비등기임원,담당,-,"6,772","2,443",0.00,0.00,2024,Q1
20240202000058,2024-02-02,00159023,SK텔레콤,박규현,비등기임원,담당,-,"4,368","2,099",0.00,0.00,2024,Q1
20240202000059,2024-02-02,00159023,SK텔레콤,박명순,비등기임원,담당,-,"1,294",723,0.00,0.00,2024,Q1
20240202000060,2024-02-02,00159023,SK텔레콤,박용주,비등기임원,담당,-,"9,238","2,260",0.00,0.00,2024,Q1
20240202000061,2024-02-02,00159023,SK텔레콤,복재원,비등기임원,담당,-,"1,297",557,0.00,0.00,2024,Q1
20240202000062,2024-02-02,00159023,SK텔레콤,석지환,비등기임원,담당,-,"2,256",888,0.00,0.00,2024,Q1
20240202000068,2024-02-02,00159023,SK텔레콤,성석함,비등기임원,담당,-,"5,322","1,187",0.00,0.00,2024,Q1
20240202000071,2024-02-02,00159023,SK텔레콤,성진수,비등기임원,담당,-,"8,090","1,380",0.00,0.00,2024,Q1
20240202000073,2024-02-02,00159023,SK텔레콤,손인혁,비등기임원,담당,-,"4,352","1,696",0.00,0.00,2024,Q1
20240202000076,2024-02-02,00159023,SK텔레콤,신상욱,비등기임원,담당,-,"2,427",453,0.00,0.00,2024,Q1
20240202000077,2024-02-02,00159023,SK텔레콤,신용식,비등기임원,담당,-,"5,313","1,726",0.00,0.00,2024,Q1
20240202000078,2024-02-02,00159023,SK텔레콤,안정환,비등기임원,담당,-,"3,503","2,260",0.00,0.00,2024,Q1
20240202000079,2024-02-02,00159023,SK텔레콤,양맹석,비등기임원,담당,-,"3,550",694,0.00,0.00,2024,Q1
20240202000080,2024-02-02,00159023,SK텔레콤,양승현,비등기임원,담당,-,"2,667","2,667",0.00,0.00,2024,Q1
20240202000081,2024-02-02,00159023,SK텔레콤,엄종환,비등기임원,담당,-,597,548,0.00,0.00,2024,Q1
20240202000085,2024-02-02,00159023,SK텔레콤,예희강,비등기임원,담당,-,"5,269",530,0.00,0.00,2024,Q1
20240202000088,2024-02-02,00159023,SK텔레콤,오경식,비등기임원,담당,-,"3,101",465,0.00,0.00,2024,Q1
20240202000091,2024-02-02,00159023,SK텔레콤,오세현,비등기임원,담당,-,"2,215",589,0.00,0.00,2024,Q1
20240202000094,2024-02-02,00159023,SK텔레콤,류재호,비등기임원,담당,-,"4,157",728,0.00,0.00,2024,Q1
20240202000097,2024-02-02,00159023,SK텔레콤,윤재웅,비등기임원,담당,-,"2,163",689,0.00,0.00,2024,Q1
20240202000099,2024-02-02,00159023,SK텔레콤,윤형식,비등기임원,담당,-,"4,675","1,703",0.00,0.00,2024,Q1
20240202000105,2024-02-02,00159023,SK텔레콤,이갑재,비등기임원,담당,-,"5,716","2,084",0.00,0.00,2024,Q1
20240202000107,2024-02-02,00159023,SK텔레콤,이관우,비등기임원,담당,-,"4,584","1,157",0.00,0.00,2024,Q1
20240202000108,2024-02-02,00159023,SK텔레콤,이규식,비등기임원,담당,-,"5,801","1,741",0.00,0.00,2024,Q1
20240202000109,2024-02-02,00159023,SK텔레콤,이기윤,비등기임원,담당,-,"6,171","2,028",0.00,0.00,2024,Q1
20240202000112,2024-02-02,00159023,SK텔레콤,이동기,비등기임원,담당,-,"2,758",916,0.00,0.00,2024,Q1
20240202000115,2024-02-02,00159023,SK텔레콤,이상구,비등기임원,담당,-,"5,799","2,015",0.00,0.00,2024,Q1
20240202000116,2024-02-02,00159023,SK텔레콤,이승열,비등기임원,담당,-,"3,612","1,706",0.00,0.00,2024,Q1
20240202000118,2024-02-02,00159023,SK텔레콤,이영탁,비등기임원,담당,-,"2,890","1,385",0.00,0.00,2024,Q1
20240202000119,2024-02-02,00159023,SK텔레콤,이재신,비등기임원,담당,-,"2,563",821,0.00,0.00,2024,Q1
20240202000120,2024-02-02,00159023,SK텔레콤,이정용,비등기임원,담당,-,"2,675","1,336",0.00,0.00,2024,Q1
20240202000123,2024-02-02,00159023,SK텔레콤,이종민,비등기임원,담당,-,"2,987",604,0.00,0.00,2024,Q1
20240202000124,2024-02-02,00159023,SK텔레콤,이종훈,비등기임원,담당,-,"1,622",559,0.00,0.00,2024,Q1
20240202000126,2024-02-02,00159023,SK텔레콤,이준형,비등기임원,담당,-,"2,369","1,122",0.00,0.00,2024,Q1
20240202000127,2024-02-02,00159023,SK텔레콤,이현우,비등기임원,담당,-,624,321,0.00,0.00,2024,Q1
20240202000129,2024-02-02,00159023,SK텔레콤,이혜연,비등기임원,담당,-,"2,021","1,014",0.00,0.00,2024,Q1
20240202000131,2024-02-02,00159023,SK텔레콤,임봉호,비등기임원,사업부장,-,"7,021","3,397",0.00,0.00,2024,Q1
20240202000133,2024-02-02,00159023,SK텔레콤,임정연,비등기임원,담당,-,"2,693",891,0.00,0.00,2024,Q1
20240202000136,2024-02-02,00159023,SK텔레콤,장현기,비등기임원,담당,-,508,508,0.00,0.00,2024,Q1
20240202000137,2024-02-02,00159023,SK텔레콤,장홍성,비등기임원,담당,-,"4,331",838,0.00,0.00,2024,Q1
20240202000138,2024-02-02,00159023,SK텔레콤,정대덕,비등기임원,담당,-,"3,855","1,226",0.00,0.00,2024,Q1
20240202000140,2024-02-02,00159023,SK텔레콤,정도희,비등기임원,담당,-,"2,530",559,0.00,0.00,2024,Q1
20240202000142,2024-02-02,00159023,SK텔레콤,정창권,비등기임원,담당,-,"3,722",840,0.00,0.00,2024,Q1
20240202000143,2024-02-02,00159023,SK텔레콤,정희영,비등기임원,담당,-,"3,014","1,753",0.00,0.00,2024,Q1
20240202000147,2024-02-02,00159023,SK텔레콤,조동환,비등기임원,담당,-,"4,221",406,0.00,0.00,2024,Q1
20240202000148,2024-02-02,00159023,SK텔레콤,조상혁,비등기임원,담당,-,"3,213","1,653",0.00,0.00,2024,Q1
20240202000149,2024-02-02,00159023,SK텔레콤,조익환,비등기임원,담당,-,"3,824","1,675",0.00,0.00,2024,Q1
20240202000150,2024-02-02,00159023,SK텔레콤,조현덕,비등기임원,담당,-,"1,727","1,027",0.00,0.00,2024,Q1
20240202000152,2024-02-02,00159023,SK텔레콤,채영훈,비등기임원,담당,-,"2,637",850,0.00,0.00,2024,Q1
20240202000153,2024-02-02,00159023,SK텔레콤,채종근,비등기임원,담당,-,"7,278","1,824",0.00,0.00,2024,Q1
20240202000154,2024-02-02,00159023,SK텔레콤,최낙훈,비등기임원,담당,-,"4,004",541,0.00,0.00,2024,Q1
20240202000156,2024-02-02,00159023,SK텔레콤,최용진,비등기임원,담당,-,"3,650",982,0.00,0.00,2024,Q1
20240202000157,2024-02-02,00159023,SK텔레콤,최재원,비등기임원,담당,-,"2,168",453,0.00,0.00,2024,Q1
20240202000158,2024-02-02,00159023,SK텔레콤,최환석,비등기임원,담당,-,"3,540","1,437",0.00,0.00,2024,Q1
20240202000159,2024-02-02,00159023,SK텔레콤,하명복,비등기임원,담당,-,"4,641","2,802",0.00,0.00,2024,Q1
20240202000161,2024-02-02,00159023,SK텔레콤,하민용,비등기임원,담당,-,"9,099","4,350",0.00,0.00,2024,Q1
20240202000162,2024-02-02,00159023,SK텔레콤,한상동,비등기임원,담당,-,"1,520",452,0.00,0.00,2024,Q1
20240202000163,2024-02-02,00159023,SK텔레콤,홍선기,비등기임원,담당,-,"3,984","1,237",0.00,0.00,2024,Q1
20240202000166,2024-02-02,00159023,SK텔레콤,홍승태,비등기임원,담당,-,"3,590",868,0.00,0.00,2024,Q1
20240202000167,2024-02-02,00159023,SK텔레콤,황재만,비등기임원,담당,-,891,426,0.00,0.00,2024,Q1
20240430000434,2024-04-30,00159023,SK텔레콤,김용학,등기임원,사외이사,-,"4,923","1,565",0.00,0.00,2024,Q2
20240430000438,2024-04-30,00159023,SK텔레콤,김석동,등기임원,사외이사,-,"3,763",978,0.00,0.00,2024,Q2
20240430000442,2024-04-30,00159023,SK텔레콤,김준모,등기임원,사외이사,-,"3,763",978,0.00,0.00,2024,Q2
20240430000449,2024-04-30,00159023,SK텔레콤,노미경,등기임원,사외이사,-,978,978,0.00,0.00,2024,Q2
20240430000468,2024-04-30,00159023,SK텔레콤,오혜연,등기임원,사외이사,-,"2,316",978,0.00,0.00,2024,Q2
20250107000027,2025-01-07,00159023,SK텔레콤,류탁기,비등기임원,본부장,-,701,701,0.00,0.00,2025,Q1
20250107000031,2025-01-07,00159023,SK텔레콤,강은경,비등기임원,본부장,-,"1,104","1,104",0.00,0.00,2025,Q1
20250204000270,2025-02-04,00159023,SK텔레콤,이혜연,비등기임원,실장,-,"3,021","1,000",0.00,0.00,2025,Q1
