code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
10780,아이에스동서,건설,2015,Q4,2016-03-30,"1,170,051,296,361","423,901,724,066","1,593,953,020,427","570,080,085,359","465,160,820,424","1,035,240,905,783","13,635,073,500","291,726,624,220","558,712,114,644",780108970857,107668927793,130136383786,101793854040,101793854040,
10780,아이에스동서,건설,2016,Q1,2016-05-16,"1,194,186,028,761","409,687,749,678","1,603,873,778,439","610,304,014,001","406,952,901,007","1,017,256,915,008","13,635,073,500","318,620,022,594","586,616,863,431",277834751168,51826868781,53623128300,40574987934,40574987934,
10780,아이에스동서,건설,2016,Q2,2016-08-16,"1,376,001,475,110","431,030,139,770","1,807,031,614,880","562,365,575,643","492,679,381,857","1,055,044,957,500","14,900,880,500","380,330,776,674","751,986,657,380",413726055133,80703652037,81177631224,61762719380,61762719380,
10780,아이에스동서,건설,2016,Q3,2016-11-14,"1,300,101,430,997","435,450,564,050","1,735,551,995,047","505,411,203,741","399,905,319,089","905,316,522,830","15,311,577,500","426,489,969,133","830,235,472,217",365532385409,66856833051,62471463433,46191300463,46191300463,
10780,아이에스동서,건설,2016,Q4,2017-03-31,"1,310,152,184,513","518,817,906,045","1,828,970,090,558","554,111,640,846","375,006,609,943","929,118,250,789","15,359,233,500","489,946,370,099","899,851,839,769",481885663442,78793921258,86165483580,63806766504,63806766504,
10780,아이에스동서,건설,2017,Q1,2017-05-15,"1,195,908,296,540","544,264,480,400","1,740,172,776,940","528,720,742,246","308,352,992,789","837,073,735,035","15,359,770,500","496,067,566,630","903,099,041,905",377996951298,68908804004,50306738608,36916847260,36916847260,
10780,아이에스동서,건설,2017,Q2,2017-08-14,"1,470,996,606,444","554,724,260,446","2,025,720,866,890","861,685,463,500","190,663,881,799","1,052,349,345,299","15,366,433,500","564,193,716,337","973,371,521,591",462662297954,88028160266,93226816841,68205333363,68205333363,
10780,아이에스동서,건설,2017,Q3,2017-11-14,"1,462,272,566,101","562,109,441,603","2,024,382,007,704","820,315,402,647","169,028,690,366","989,344,093,013","15,412,038,000","625,985,873,854","1,035,037,914,691",438076973295,89167137378,83216304890,61856644367,61856644367,
10780,아이에스동서,건설,2017,Q4,2018-04-02,"1,463,723,564,315","551,854,675,934","2,015,578,240,249","798,854,857,844","166,821,975,511","965,676,833,355","15,413,640,500","638,184,444,897","1,049,901,406,894",372942576291,59476147839,32238609378,13405099597,13405099597,
10780,아이에스동서,건설,2018,Q1,2018-05-15,"1,654,498,345,630","657,818,582,455","2,312,316,928,085","1,312,713,420,556","133,016,778,881","1,445,730,199,437","15,413,905,500","449,323,048,410","866,586,728,648",210321240220,24892355691,22121504827,13277564924,13277564924,
