,Feature,Importance
0,F_비유동자산 변화율,0.21359903257459506
1,F_법인세차감전 순이익 변화율,0.203559946052745
2,F_자산총계 변화율,0.1572270189361849
3,F_매출액 변화율,0.14885529689634242
4,F_자본총계 변화율,0.14662435270468688
5,F_비유동부채 변화율,0.13013435283544578
