,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
13,하이트진로,2021,Q3,생활소비재,0.08553042000862286,-0.017256904544062146,-0.010429713121749784,-0.5571987962744418,0.023598230002784604,-0.017114956466026676,-0.08061077428503849,0.20334813704858318,000080
13,CJ,2021,Q3,생활소비재,0.019682560711275984,-0.0018017813276541839,-0.0010171429316341296,1.5274439073273611,0.01294688481611983,-0.02619335590160765,1.1887310916577118,-0.049183820687011576,001040
13,대상,2021,Q3,생활소비재,-0.029237376103471387,0.06554593341225501,0.04099591593784102,-0.29697704121157387,0.026442307744815485,0.01355893413074738,-0.2985676566318719,0.017341955966959574,001680
13,오리온,2021,Q3,생활소비재,0.05424610026085463,0.214837875991706,0.003449369446522743,8.657845119813922,0.800574194613731,-0.04081246355999868,3.3849944457679797,-0.041456974598205895,001800
13,아모레G,2021,Q3,생활소비재,-0.08556041872996603,-0.01494732769206153,0.08861735067847731,-0.7858977716274244,0.018567930205739547,-0.04912912535517466,1.0288646889652249,-0.00833068060234668,002790
13,남양유업,2021,Q3,생활소비재,-0.1549867908396843,0.008210283836541876,-0.016377330673513324,-0.18591826146493418,-0.01589649551061645,0.007429231410120973,0.014671512088517469,0.0018168583606366084,003920
13,농심,2021,Q3,생활소비재,-0.010734772595054225,0.03529462346066081,-0.00478453812924029,0.757859249945346,0.010720752177248105,-0.0015918494978492959,1.563081266438171,0.10709349271989102,004370
13,빙그레,2021,Q3,생활소비재,0.025614074810165338,0.10559552175377829,0.0046739451202113536,0.5748714542675595,0.9306133576446585,-0.04559251390248553,0.2352288552999322,0.06609510289579595,005180
13,롯데칠성,2021,Q3,생활소비재,0.0729633033194919,0.05387957579753966,0.005777892870768131,2.1896845680038,0.042638731008894926,0.0019348538779835334,0.9122489392336841,0.2759766312462517,005300
13,현대그린푸드,2021,Q3,생활소비재,0.02095656937228,0.11909523418874501,-0.03524828556496851,-0.3204910368982107,0.010775177517396983,-0.039893922764871914,-0.3394213413084195,0.011690806518644348,005440
13,삼립식품,2021,Q3,생활소비재,-0.03146818545343109,0.009113113110165383,-0.03335581699311363,-0.2326954034302704,0.018381964149829733,0.03323120647132938,-0.07309099850497103,0.39023344982245645,005610
13,크라운제과,2021,Q3,생활소비재,-0.0902816358710794,-0.019398085539581555,-0.0005121923568434106,0.4284354867880835,-0.001323251769958067,0.004117845935089903,-0.7798399453993646,0.1232020655509444,005740
13,GS리테일,2021,Q3,생활소비재,0.0064834991478803575,0.19872279231678558,0.28107197520382177,15.167937419787009,0.354943043572566,0.08307129279308612,1.1605705402904039,-0.03777362464368331,007070
13,오뚜기,2021,Q3,생활소비재,-0.04661728940459673,0.05446387045522916,-0.0033662954842730297,0.4956872875017666,0.02158131225086346,-0.02378822637830391,0.7372420296021085,0.006480859993874724,007310
13,한국전력,2021,Q3,생활소비재,-0.004189184261386418,0.19977151341320187,-0.0004507824965080953,0.1546779929728339,-0.029943443221027044,0.012065877680699,0.1994245665377603,0.12009923295027176,015760
13,KT&G,2021,Q3,생활소비재,0.09704264623873676,-0.021543510552759826,0.029105280375611775,0.2154003982262982,0.6120770717100623,0.09634141090553916,-0.006386082005609084,0.03996938806834977,033780
13,무학,2021,Q3,생활소비재,0.22930544792434523,-0.02174466742842529,-0.0424557182281351,-3.461929256758587,-0.045946930450436296,-0.10299666163853127,1.021981529529512,0.20651612967875932,033920
13,한국가스공사,2021,Q3,생활소비재,0.296508782531001,0.10029648829236137,0.009081386801230495,3.2716498785693453,-0.05262680995331237,0.08225733712234584,-5.051518543863701,-0.0009766287031386933,036460
13,팜스코,2021,Q3,생활소비재,-0.016460494916744117,0.02612084401757575,-0.043837707592764064,-0.911114257747432,0.0025851455421188607,0.06495661943925812,-0.01895999768623957,0.08116460271344214,036580
13,동원F&B,2021,Q3,생활소비재,0.026418884917824653,0.2835761526872318,0.05110687190006136,2.7497914112560036,0.7818500257465513,0.12402742670303679,2.2574108735248286,-0.04598433884068101,049770
13,LG생활건강,2021,Q3,생활소비재,-0.09579271961492178,0.09483777360391743,0.06461657139715582,0.38838100228280625,0.0605721779770092,0.16923908492926554,0.31296884184943763,-0.2218117191255289,051900
13,에이블씨엔씨,2021,Q3,생활소비재,-0.05973502730722947,-0.3042319191320939,-0.03163301463007162,-0.9988670449349928,0.010611881037732696,-0.22854639069769012,-0.6733154496767877,0.06701185328629161,078520
13,아모레퍼시픽,2021,Q3,생활소비재,-0.09863362870583087,0.03145398293394708,0.04493425259156458,-0.07088110856225738,0.016979416502708178,0.13079918373160226,-0.10166246935024492,-0.06489539016131383,090430
13,CJ제일제당,2021,Q3,생활소비재,-0.1160790324640838,0.16806558001559724,0.06614820868605675,1.4861840581167032,0.03864332624928224,0.06883073989348998,0.2637445781065981,0.0304322616811891,097950
13,락앤락,2021,Q3,생활소비재,-0.1419039947034696,0.09051980643696145,-0.004694544663929379,-15.049970579267322,0.08300363468662209,0.009554363515473785,-2.9256350445398844,0.11552311647803348,115390
13,이마트,2021,Q3,생활소비재,-0.021463623569724026,0.1165348147419949,0.029023253895088974,-0.6714045533502682,0.037868123993603175,0.13211156033622995,16.962970292297157,-0.08982717403374538,139480
13,삼양사,2021,Q3,생활소비재,0.11234407283790843,-0.0068594488520334895,0.03393752275825124,-0.9375193798449613,0.009781796895500738,0.017296524577822936,-0.5938370150361982,-0.12780411507583744,145990
13,한국콜마,2021,Q3,생활소비재,-0.09361826633460368,-0.16659195366452573,-0.0033344223118995098,-0.19602872014983175,0.030171036026765963,-0.03782173984141435,-0.4807764232509977,0.09004746118110586,161890
13,코스맥스,2021,Q3,생활소비재,-0.13651241658461874,-0.0535158315239993,-0.015300710402096462,-1.0714430295699604,-0.07389320585701209,-0.0023762637049892232,0.00926122867395085,-0.17655126501799015,192820
