,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
2,하이트진로,2024,Q2,생활소비재,0.028627711658482734,0.0952911325626229,0.00016175982469013306,0.3236607120656536,0.24580088480732942,0.0211601212922512,0.5940087497274638,0.06823672954739804,000080
2,CJ,2024,Q2,생활소비재,-0.17122467059725835,-0.2934323107426755,0.04897929944839419,1.871926562107221,0.0833451866729138,-0.11429643101389741,-0.6213239832164139,-0.059163245803340925,001040
2,대상,2024,Q2,생활소비재,0.1485137855390761,0.00031224785558281454,0.007073145785054358,-0.22856208780346732,0.020950335689395194,-0.0009325486849928177,-0.22071692726924352,-0.09678073320051425,001680
2,오리온,2024,Q2,생활소비재,0.1064926806430334,-0.7899815470531018,0.0010536108177958692,-0.9802847790575435,-0.08262996904862929,-0.07392410839670294,-0.9343777045908297,0.12731873388248122,001800
2,아모레G,2024,Q2,생활소비재,-0.2562303020917185,-0.9254733221248838,-0.02110643985469285,-0.9274970752791104,0.0014948848475409005,-0.7494320908599703,-1.0870666593176603,0.0063917608834866135,002790
2,남양유업,2024,Q2,생활소비재,0.045951548082037684,0.0415587228701042,-0.03725721260958326,1.9309911229138859,-0.019939844469459622,-0.019816030122712935,1.8742293161391221,0.4641145683163189,003920
2,농심,2024,Q2,생활소비재,0.08444982766988073,0.004992931480658269,-0.007817650460232417,-0.3567221092173971,0.011775325988728547,-0.02671056007928352,-0.5452906866582187,-0.07293287864881526,004370
2,빙그레,2024,Q2,생활소비재,0.12835130908752176,0.22511050956901935,0.029328965966966436,0.4164805104603102,1.188174274963242,-0.04355476540099923,0.4706552873257963,-0.11972007385289135,005180
2,롯데칠성,2024,Q2,생활소비재,0.10864647338456154,0.14531681844868127,0.002583496450661249,-0.21846623541555943,0.006379277805625305,0.03628559018341471,0.05267082634663689,-0.12846413187448424,005300
2,현대그린푸드,2024,Q2,생활소비재,-0.0636380536335483,-0.023317486241902996,0.13817436168969133,-1.1472909405326868,0.004784546178857152,-0.07907888228088544,-1.0644418442924202,0.18270638957002555,005440
2,삼립식품,2024,Q2,생활소비재,-0.07848034376593117,0.03677224172098037,0.00027421780842651344,4.097269525903033,0.1221050543554496,0.006959751294713046,0.7409001059668658,-0.032944255213092855,005610
2,크라운제과,2024,Q2,생활소비재,0.018625563830069178,-0.6122400396019743,-0.00048499109324728895,-1.1492749354176426,-0.0032769239754928403,-0.08300917449380751,-1.0060775753833038,-0.007127261749040575,005740
2,GS리테일,2024,Q2,생활소비재,0.0586600120846085,0.08999443236600513,-0.10705575293836456,-0.10495280635126569,0.01859405112564061,0.008130028288675817,0.4834462811948519,0.08145056787194851,007070
2,오뚜기,2024,Q2,생활소비재,-0.007607883268906927,-0.03618007793864819,-0.018379229071753933,-0.4643537262732552,0.014554249873378833,-0.020273537941296937,-0.2601048614144985,0.03902453230191315,007310
