,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
35,하이트진로,2016,Q1,생활소비재,-0.09220073570701287,-0.7875491240816817,-0.002774170367094375,-0.6738069775656848,-0.14283658413234124,-0.006236510410104978,-0.7921962925095051,-0.21978854970262243,000080
35,CJ,2016,Q1,생활소비재,0.1658840593286085,-0.4765896394266991,-0.0007438857420923872,-0.12975343627060276,-0.0007255670168015982,0.09821653249964535,-0.20218102130330573,-0.18960116914057856,001040
35,대상,2016,Q1,생활소비재,0.0024987178448997033,-0.7293425614967709,-0.0015953868439720909,-0.7100099332217044,0.017421025547783797,0.18970240165936447,-0.7427104788660766,0.07967801911387586,001680
35,오리온,2016,Q1,생활소비재,0.10012761001946362,-0.7542702563119487,0.0069245978447773915,-0.8567831898883268,-0.0486670575465713,0.07874454349306403,-0.7491739573323553,-0.15338178941590255,001800
35,아모레G,2016,Q1,생활소비재,0.17942190353383847,2.0952267338072317,-0.0031676388954510193,0.13555520696775814,0.01672717769163734,0.6637741295147472,0.32958237574646687,-0.17744728494812168,002790
35,남양유업,2016,Q1,생활소비재,-0.06863495201839015,-0.7640961350617557,-0.048652696455431466,-0.8603411373185472,0.0030094677168606143,0.02239778425807759,-0.7955220487716779,-0.09472363552423035,003920
35,농심,2016,Q1,생활소비재,-0.005639651422808933,-0.7455429297746425,0.01146604662845796,0.042731560974180294,0.07763551765089205,-0.02134622907680961,-0.7275599360154745,-0.1780270453076065,004370
35,빙그레,2016,Q1,생활소비재,-0.009581848014798968,-0.7904747197257899,-0.009424675253938641,-0.9041210160777806,-0.8195465855092996,0.1713156966884526,-0.9419901614504285,-0.11018559045260598,005180
35,롯데칠성,2016,Q1,생활소비재,0.1148799477440989,-0.7632764518514848,0.01619755471999751,-0.6702925081814122,0.008610675607727769,0.002701135863399262,-0.7286895738437257,-0.24769800863879976,005300
35,현대그린푸드,2016,Q1,생활소비재,0.015734933866686868,-0.7245226634801425,0.037447624114595346,-0.606665168446219,0.03013673746034895,0.04533967717449916,-0.6699880973106936,-0.14465697385225118,005440
35,삼립식품,2016,Q1,생활소비재,0.09709641899432499,-0.7513390535754894,-0.008244666491319608,-0.8340990599049598,-0.013710955167176131,-0.01587015997345409,-0.847272192467714,-0.2779688257670116,005610
35,크라운제과,2016,Q1,생활소비재,-0.06421746058080974,-0.7369974551722236,-0.0007563018468796923,-0.8014394134737872,0.007345332191925902,-0.0026227151565877405,-0.7994026433476038,0.0,005740
35,GS리테일,2016,Q1,생활소비재,0.22752201212244957,-0.7418784828872695,0.01692235033920375,-0.8648866902065884,-0.27172821821103166,0.07381166975929254,-0.8760426314515606,-0.1831230244588442,007070
35,오뚜기,2016,Q1,생활소비재,-0.037608809036820734,-0.7270288323207548,0.0028205161537535606,-0.6265725151837966,0.024285956279546328,0.06826604046927032,-0.736795861802686,-0.13600658228746648,007310
35,한국전력,2016,Q1,생활소비재,0.038853835943549186,-0.7340957368766374,0.01457280145140416,-0.9091235624823888,-0.027924082975037123,0.009493385792367581,-0.9347345900142384,-0.07216715727288248,015760
35,KT&G,2016,Q1,생활소비재,0.1917513336894438,-0.7514835917804543,0.0019532149857295344,-0.7425290172537092,-0.732161079414392,0.15131524555074738,-0.7360383559761132,-0.14872587673188048,033780
35,무학,2016,Q1,생활소비재,-0.07640884518031038,-0.775626375667578,-0.03505433045847739,-0.7975188329730485,-0.0009394126337783915,-0.07206168324141538,-0.8272047356148746,-0.29197951385410953,033920
35,한국가스공사,2016,Q1,생활소비재,0.12351842649956979,-0.7012672604656143,-0.007544715840005822,-88.01437173624406,0.09867394930916018,-0.030057306389621674,-0.0949217243163899,-0.004459828013295114,036460
35,팜스코,2016,Q1,생활소비재,0.19046076605393145,-0.7522758726239486,0.037699482182102395,-0.2695854580695479,0.07390775549282314,0.008038512998783442,-0.6935248035544437,0.013157518051792848,036580
35,동원F&B,2016,Q1,생활소비재,-0.09811637827593991,-0.7137868973953861,-0.003133441099294698,-0.5961809782085328,0.6195284348749592,0.31972230887435615,-0.595465103209692,-0.26897484335486,049770
35,LG생활건강,2016,Q1,생활소비재,0.1334269878870938,-0.6887979950813337,0.0002395351299702142,-0.508634380333892,0.05817019039990079,-0.06662267390756349,-0.6072111578824999,-0.11449125936724094,051900
35,에이블씨엔씨,2016,Q1,생활소비재,0.25066952278471855,-0.75017407489021,0.010109690784053438,-0.6708301169026574,-0.013638834329009919,0.0723320165907757,-0.6421875210004641,-0.28783907312184914,078520
35,아모레퍼시픽,2016,Q1,생활소비재,0.12531525531259996,-0.6940076010743368,0.02394645792081329,-0.5662662858874961,0.05399637453797501,0.3484052868069838,-0.569408489494312,-0.15311196150219172,090430
35,CJ제일제당,2016,Q1,생활소비재,0.16563233648493775,-0.7306747045118991,0.003512699828058796,-0.4115337305218444,0.03116588553828148,0.1149833996680738,-0.689934072141668,-0.061017396581539846,097950
35,락앤락,2016,Q1,생활소비재,0.08960629707535174,-0.7191740764254035,0.001176053779210262,0.4987894848758234,0.06882637093248967,0.0479348717987329,0.6890599534595652,-0.23513132676168297,115390
35,이마트,2016,Q1,생활소비재,0.09382071973347383,-0.7385875440750628,0.01219963046416983,-0.7331650890373858,0.06577428145888886,-0.0015243460669390752,-0.7003241537435848,-0.2056284002350967,139480
35,삼양사,2016,Q1,생활소비재,0.06713639900431999,-0.6639978797891758,0.36108300403676763,-0.2825109533740219,0.6653709789205968,0.34831907461599076,-0.3705392005520949,0.010794472105328842,145990
35,한국콜마,2016,Q1,생활소비재,0.12832796117591097,-0.7146693508332288,0.020422215750824035,-0.6948384855826957,0.10391383646535557,0.21147279743793868,-0.6885760368146815,-0.04343351853343513,161890
