,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
12,하이트진로,2021,Q4,생활소비재,0.20334813704858318,-0.024782293011089473,-0.017496724090179328,-1.5398348119642886,-0.01539016242601654,0.1067402427462012,-0.21041849634010934,-0.012106847679306795,000080
12,CJ,2021,Q4,생활소비재,-0.049183820687011576,0.006377893174639437,-0.0007903595871687763,-0.3775108302736526,0.005618432515553717,0.036431988970620166,-0.3170238126470596,0.08096572305841608,001040
12,대상,2021,Q4,생활소비재,0.017341955966959574,0.016078588369014435,0.04067889098868993,1.2695208083588185,0.057306155020289795,0.026402407531008754,-0.44789828906794027,0.13444508417465725,001680
12,오리온,2021,Q4,생활소비재,-0.041456974598205895,0.0882933446530414,7.716800276091895e-05,-0.05816784435636202,0.10134816901972954,-0.03148176342447084,0.6787995507065689,0.05552237888351503,001800
12,아모레G,2021,Q4,생활소비재,-0.00833068060234668,-0.013959591290158557,-0.0016863648177930513,-2.7360767893493705,-0.028702787116539508,0.4379350176402588,0.5511813540535162,0.058838877200013344,002790
12,남양유업,2021,Q4,생활소비재,0.0018168583606366084,0.02258594563756322,-0.006942762646226841,0.13076263206358352,-0.010582437376386533,-0.03417938918343766,-0.12980994264356815,0.0018108270868471901,003920
12,농심,2021,Q4,생활소비재,0.10709349271989102,0.08610621082229097,0.004937094539328557,0.070282238599501,0.01368804531618606,0.03423190529918885,0.3584061506397491,0.08963650623354918,004370
12,빙그레,2021,Q4,생활소비재,0.06609510289579595,-0.2932160415606915,0.0015386895494984287,-3.0549281273143816,-1.2482416508711893,0.05705798250633043,-1.3207351998792878,0.01513203476435735,005180
12,롯데칠성,2021,Q4,생활소비재,0.2759766312462517,-0.1478681004911595,0.015682285433983756,-1.0137390194262494,-0.006593710958020416,-0.055387907707657,-0.7417037878173642,0.24279269149990607,005300
12,현대그린푸드,2021,Q4,생활소비재,0.011690806518644348,-0.04135417659696006,-0.015216605494624669,-2.909564202836392,-0.027664523498862947,-0.17125150077835571,-0.4828302287993913,0.04004255462786395,005440
12,삼립식품,2021,Q4,생활소비재,0.39023344982245645,0.13961056229863145,-0.005732527710611057,1.203301991914596,0.06060129422220317,-0.058099014056162024,1.1326562950135157,-0.09474296463364472,005610
12,크라운제과,2021,Q4,생활소비재,0.1232020655509444,0.04261144942911699,-1.5862535378663445e-05,1.832445014698128,-0.002066922410844496,0.007139950768639158,-6.946214479808018,0.09190569715711869,005740
12,GS리테일,2021,Q4,생활소비재,-0.03777362464368331,-0.042041738239768756,0.07598959000169447,-0.9443987589384081,0.018401937855122785,-0.008088250332869196,-0.7246901337512839,-0.032465579571449535,007070
12,오뚜기,2021,Q4,생활소비재,0.006480859993874724,-0.026702728884262283,0.012910801943636585,-0.3285050325114117,0.017046349537256145,-0.054974110126595144,-0.42389437508007255,0.11998002740190816,007310
12,한국전력,2021,Q4,생활소비재,0.12009923295027176,-0.05164103678444576,0.00644184628286415,2.3831710601794516,-0.10146544466528096,0.07569320811526103,2.3735947554210792,0.010074230868319711,015760
12,KT&G,2021,Q4,생활소비재,0.03996938806834977,-0.08499124754089415,0.04057366960659792,-0.649510309704193,0.11917923978283862,-0.012692638937920386,-0.43015143779312404,0.08123081673494727,033780
12,무학,2021,Q4,생활소비재,0.20651612967875932,0.15645561512493766,0.021270695918405913,-1.1242126094535254,0.005164414900025838,0.1371896113271993,-1.7818710864100609,-0.1437043930860703,033920
12,한국가스공사,2021,Q4,생활소비재,-0.0009766287031386933,0.8110087466858107,0.031951986832455814,-2.6696997141913856,0.11880204726759236,0.16812320957794546,-5.1590504867713705,0.17073404483579624,036460
12,팜스코,2021,Q4,생활소비재,0.08116460271344214,0.11535577019500076,-0.05181398161809181,-27.29404064916522,-0.1194695274933596,0.026665556087275055,-1.393151341036404,0.0792518681450129,036580
12,동원F&B,2021,Q4,생활소비재,-0.04598433884068101,-0.2295301145871005,0.06925133861896993,-0.8259064430802752,0.08244059918061941,-0.03528699827077364,-0.7815967423127265,-0.001698622745929107,049770
12,LG생활건강,2021,Q4,생활소비재,-0.2218117191255289,-0.22248963626233764,-0.002336902199855273,-0.8610176687402444,0.004209211298271898,-0.0016037182510916237,-0.5539086255220108,-0.1439933464457357,051900
12,에이블씨엔씨,2021,Q4,생활소비재,0.06701185328629161,0.2721855173115586,-0.06599682471505719,-91.80806396021408,-0.13563250922909742,-0.09318133366077297,11.447021113353632,-0.018200180565223326,078520
12,아모레퍼시픽,2021,Q4,생활소비재,-0.06489539016131383,0.0154103638525942,0.054137446163969205,-0.8397331940407475,-0.0032983135573898537,0.0760973005399126,-0.5646515634180534,0.08752471738103038,090430
12,CJ제일제당,2021,Q4,생활소비재,0.0304322616811891,-0.0935965469234743,0.06294807761574539,-0.6819132152060782,0.014703272565955272,0.06980377385616343,-1.1691264971732442,0.19318561101359816,097950
