,Feature,Importance
0,F_매출액 변화율,0.17020351294656247
1,F_비유동자산 변화율,0.1698449230459591
2,F_법인세차감전 순이익 변화율,0.1686058710702353
3,F_이익잉여금 변화율,0.1679861907693742
4,F_부채총계 변화율,0.16478774860784307
5,F_영업이익 변화율,0.15857175356002584
