,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
9,하이트진로,2022,Q3,생활소비재,-0.08268146388369943,0.029728978613393853,-0.00014981265848801328,-0.13208341449804395,0.0859231743901192,0.026469125660202097,-0.06919448480591361,-0.1655980592687614,000080
9,CJ,2022,Q3,생활소비재,-0.028630712774054167,0.027663086266369374,0.007009046459044432,-0.8548740316200487,0.0015323501314974397,0.13942931576511053,-0.7609286832989623,0.30441975423708406,001040
9,대상,2022,Q3,생활소비재,-0.03113067350765521,0.017481406362892082,0.023289038692122732,-0.6721020258775063,0.007759285947577466,0.057395751104707404,-0.27114698590183983,-0.08923692255085477,001680
9,오리온,2022,Q3,생활소비재,-0.0074771304231540416,0.1369698926587004,0.0031242688693531306,-0.4014496696486154,0.008317968410022525,0.13400322248030672,2.5188679067456534,0.10855591507111939,001800
9,아모레G,2022,Q3,생활소비재,-0.1733895665421122,-0.006095119209945987,0.09604203388727894,-1.4114237054926442,-0.0006477277815708504,0.1526641348106843,-0.026072311989457364,0.36847177590264235,002790
9,남양유업,2022,Q3,생활소비재,0.014653148954756496,0.08248547991066135,-0.008175820241458243,-0.21911594237920584,-0.010844471955456347,0.00773214312301973,-0.12704753654084577,0.5235422488945236,003920
9,농심,2022,Q3,생활소비재,0.055899257977107306,0.052978970086235755,-0.008808670044463507,2.136123878453952,0.009231360901859276,0.021772769458083152,-5.359902425952998,0.2016242895254007,004370
9,빙그레,2022,Q3,생활소비재,-0.1316149739804934,0.07402089423465652,-0.006887653551416739,0.07043466246284447,0.8859307084649504,-0.1369363269406383,0.21057666225967275,0.06132704440180467,005180
9,롯데칠성,2022,Q3,생활소비재,-0.08574179890984965,0.032335826590719874,0.0039657756520385945,0.3369625446718538,0.02400011918488998,-0.05020092595656145,0.2963486641486275,0.11564108964957731,005300
9,현대그린푸드,2022,Q3,생활소비재,-0.11202923652357855,0.18219238640404556,-0.025420719725139262,-0.053897284012241586,0.01657385668710165,-0.09667351935653123,0.00489385344766613,0.09549891179523978,005440
9,삼립식품,2022,Q3,생활소비재,-0.15498852896185183,0.0693243098779246,0.01509995984068535,-0.04508219018968074,0.038328332825550815,0.014325865334558596,-0.02910079475129046,-0.020178529963050418,005610
9,크라운제과,2022,Q3,생활소비재,-0.13351116239778008,0.07889466520729527,-0.000518599185690416,0.13615413685203737,-0.00216665090610213,0.0048815122389240795,-1.9663916876392675,0.02591918420730959,005740
9,GS리테일,2022,Q3,생활소비재,0.1348010876662948,0.043534482937262364,0.005731501211357237,-0.019946426816362495,0.022036029698694115,-0.03972224258820167,0.33911879299977143,0.013185223195090315,007070
