,name,year,quarter,sector,Relative Return,매출액 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,부채총계 변화율,영업이익 변화율,Label,Code
3,하이트진로,2024,Q1,생활소비재,-0.004698098076335337,-0.030612977371867522,-0.009810786724987808,4.577404304454936,-0.21501944174767285,-0.00693734941521662,0.4212816648268576,0.028627711658482734,000080
3,CJ,2024,Q1,생활소비재,0.3078080192280813,-0.6274824866221511,-0.00016710716567569506,5.624587820787827,-0.021317405139378076,0.31607591462241835,1.5041326922124512,-0.17122467059725835,001040
3,대상,2024,Q1,생활소비재,0.10969403614789311,0.061817674152355284,0.007963995634372445,6.136869451299534,0.0007292395704567856,0.034616772889683345,-7.102219337924821,0.1485137855390761,001680
3,오리온,2024,Q1,생활소비재,-0.005094542641011161,3.6423587374146438,0.0012711798063707036,16.814037949170494,12.821910125579617,0.28615394848172127,9.29627917868436,0.1064926806430334,001800
3,아모레G,2024,Q1,생활소비재,0.30261872870898676,-0.0949463499400448,-0.008844912977743924,-7.3406418910425195,0.007428406960557465,1.1337188290589033,-13.608444024144623,-0.2562303020917185,002790
3,남양유업,2024,Q1,생활소비재,-0.13964426314076286,-0.030874997632905354,-0.013589851858126112,-0.8929682031766535,-0.008250651204264714,0.0032088168989177213,-0.8746556250806425,0.045951548082037684,003920
3,농심,2024,Q1,생활소비재,0.16104578546195905,0.03758933139362286,0.004738440974621172,1.9224089111826537,0.004628581425496048,0.07217012333225648,0.6686663202183576,0.08444982766988073,004370
3,빙그레,2024,Q1,생활소비재,0.3699871883729232,0.10762329646298707,0.03492000151509922,-5.273457370639941,-0.6367621316089003,0.2654934106982958,-5.81345876094555,0.12835130908752176,005180
3,롯데칠성,2024,Q1,생활소비재,0.010995740149094723,0.0396759147669703,0.0006906934775940954,-3.5592436056856487,-0.0045818220042876945,-0.009229378273527322,1.8943790141769847,0.10864647338456154,005300
3,현대그린푸드,2024,Q1,생활소비재,0.09085452462285674,0.14373049385419523,0.01783952668693911,-44.568711691900354,-0.001624161929779433,1.2867882615402313,-14.440054010232952,-0.0636380536335483,005440
3,삼립식품,2024,Q1,생활소비재,0.027331515279521636,-0.10825397750749866,-0.011507429320074092,-0.1677099854417946,-0.017337920060118917,-0.058644334835077805,-0.4812286001969397,-0.07848034376593117,005610
3,크라운제과,2024,Q1,생활소비재,0.0636607746352647,1.5874070752278477,-0.0004586533966759454,-0.5495970190733682,0.014585971778762197,0.03707423108238972,-14.090421421667868,0.018625563830069178,005740
3,GS리테일,2024,Q1,생활소비재,-0.06763806940689157,-0.018513281767889245,0.019242283440360053,-1.6613328423575715,0.003553837406037985,-0.028865037514410607,-0.4128892770916551,0.0586600120846085,007070
3,오뚜기,2024,Q1,생활소비재,0.07018175718968671,0.06421916646948334,-0.0030574552810636035,2.429169128790024,0.009262477206215314,0.019797853330300708,1.3670356890793403,-0.007607883268906927,007310
3,한국전력,2024,Q1,생활소비재,-0.2361982952770122,0.03874752283659233,0.00993074176691544,-0.8287383171641817,1.1441900331560495,-0.030878843413594037,-0.0999978603523286,0.02358362834619821,015760
3,KT&G,2024,Q1,생활소비재,-0.06309624529958902,-0.12695216488836003,0.0025869366590567378,2.435536574274403,-0.7901544739143107,0.1848755565838618,0.2741000755040255,0.19194711079139515,033780
3,무학,2024,Q1,생활소비재,0.002121091365821323,0.09557066304932582,0.23344205007226604,0.2228217523244218,0.01896808860610233,0.03093121001202115,0.23413857144167083,0.2510068357212483,033920
3,한국가스공사,2024,Q1,생활소비재,-0.01850490620798552,0.21763248545006197,0.01512088738177364,-1.6547423353200017,0.04769739132406592,-0.014640441657031045,0.6295212903987768,0.7475192575237629,036460
3,팜스코,2024,Q1,생활소비재,-0.0921304506276493,-0.10652279847989066,-0.0015900710692967612,-1.0734338874886709,-0.016730660221247584,0.14162017895704193,0.3966896049591164,-0.1286291614052784,036580
3,동원F&B,2024,Q1,생활소비재,0.12136546534308743,0.18004847371641963,0.006764823296287803,2.244040208256896,-0.5571414093272926,0.003969674042340943,1.0665710655304168,0.005977378718013696,049770
3,LG생활건강,2024,Q1,생활소비재,0.26455102825035887,0.22353415565779589,-0.0033205251602163033,-1.822753941522444,1.1969274515744033e-05,0.1840956408975316,6.658803406022547,-0.22010182890920474,051900
