,name,year,quarter,sector,Relative Return,매출액 변화율,법인세차감전 순이익 변화율,자산총계 변화율,유동자산 변화율,비유동자산 변화율,비유동부채 변화율,Label,Code
27,SK텔레콤,2018,Q1,커뮤니케이션서비스,-0.06036099655273837,-0.04026284613603526,1.7029799375028305,0.08724679959191661,0.6154245457522602,-0.004092260538874237,0.12944612665644084,0.25329261677180526,017670
27,제일기획,2018,Q1,커뮤니케이션서비스,0.07672048559557727,-0.1212545250925886,-0.6767147510086429,-0.05441892465624454,-0.0842692007859005,0.0039306365864122395,1.0944769930920866,0.1291982357360479,030000
27,KT,2018,Q1,커뮤니케이션서비스,-0.015919384177789965,-0.06079084753897779,-3.984092682219568,0.055918676054769856,0.4413878263792228,-0.03314261326152956,-0.0009494057889792851,0.12804049882701565,030200
27,LG유플러스,2018,Q1,커뮤니케이션서비스,0.02172645455697799,-0.10516041837912393,0.1401418773162233,0.13997346216031148,0.6085487073562099,-0.01730434214927179,-0.031910394000081554,0.33774745853397536,032640
27,SBS,2018,Q1,커뮤니케이션서비스,0.01635574230050323,-0.07264550626904775,-1.0697428700110532,-0.10395424478371695,-0.1902149512930662,-0.001240849849982184,-0.0009472231976420664,-0.20013132934481254,034120
27,NAVER,2018,Q1,커뮤니케이션서비스,-0.09113799412642466,0.018551162686173184,-0.044611076098808655,0.02653355827728565,-0.07254346383809684,0.12259193953215197,0.04668255984760994,0.1451806233370187,035420
27,엔씨소프트,2018,Q1,커뮤니케이션서비스,-0.19370084818128563,-0.08173005069450168,0.3281786398069515,-0.011953269625213592,0.08239081100687073,-0.09982117824381476,-0.5792999627608157,0.15361572200702928,036570
