,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,금리 변화율,주식 수 감소 변화율,실업률 변화율,소비자물가지수 변화율,자기주식수 변화율,Label,Code
1,현대중공업,2024,Q3,중공업,0.05632699984763589,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.06827607424592481,009540
1,삼성중공업,2024,Q3,중공업,0.15207878626156152,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.20166412534833592,010140
1,현대미포조선,2024,Q3,중공업,0.09890692446022838,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,-0.11430236430236436,010620
1,한화테크윈,2024,Q3,중공업,0.37474988351701755,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.6575669352243936,012450
1,현대엘리베이,2024,Q3,중공업,0.2528290623784065,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.08052707568186233,017800
1,두산중공업,2024,Q3,중공업,0.20670740391865988,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.23353615746646608,034020
1,대우조선해양,2024,Q3,중공업,0.2569319148554025,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,1.028604995401358,042660
1,두산인프라코어,2024,Q3,중공업,0.11017816569474759,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.24184906003087814,042670
1,현대로템,2024,Q3,중공업,0.29508604781721015,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.6486620465521739,064350
1,두산엔진,2024,Q3,중공업,0.269727500512098,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,0.48149094039646645,082740
1,한진중공업,2024,Q3,중공업,0.043549697889725306,0.0,-0.11983510689291532,0.0,-0.09523809523809512,-0.2377021247854798,0.0,1.4856741650392562,097230
