,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,Label,Code
4,하이트진로,2023,Q4,생활소비재,-0.14990381084427554,-0.03388722209400741,-0.40951448612130625,0.007094681850946749,-0.005138902611482421,-0.018247123687680666,0.04973006751382236,-0.004698098076335337,000080
4,조선내화,2023,Q4,철강_소재,-0.23123545640332863,-0.03388722209400741,0.00010999641630404788,0.12213168929321894,-0.18369681516622438,-61.551482707686475,-0.6070344020922904,-0.03284289441307822,000480
4,영풍,2023,Q4,철강_소재,-0.11901841935253826,-0.03388722209400741,-0.07742265801867809,-0.03691572510121077,-0.00028531596401049075,0.003950976324516242,-0.08048055108921792,-0.1913417954123733,000670
4,CJ,2023,Q4,생활소비재,0.10516296191705135,-0.03388722209400741,0.004543680757163937,-8.031505320604815e-05,-0.046213193736154734,2.2928123441831123,0.21945773678406533,0.3078080192280813,001040
4,동국제강,2023,Q4,철강_소재,-0.16895502636089346,-0.03388722209400741,-0.08420327257327986,0.30259087382555494,0.24192433585115158,-285.8303277382443,0.24540453435831622,0.028548288267116508,001230
4,세아베스틸,2023,Q4,철강_소재,-0.08331126280678475,-0.03388722209400741,-0.005181895813851534,-0.0011122071763305375,0.032675249255754935,1.1351278158889428,0.014746687915448753,-0.08023989203481333,001430
4,대상,2023,Q4,생활소비재,-0.18735620286412608,-0.03388722209400741,-0.014493159087137553,-0.0021380826796794095,-0.031037424454084972,-0.12246433661725542,-0.011424278092949436,0.10969403614789311,001680
4,오리온,2023,Q4,생활소비재,-0.22410267205819728,-0.03388722209400741,0.05463193572173286,0.0004928422253624998,0.014913717057831288,-0.00851523584716829,-0.02001967470144128,-0.005094542641011161,001800
4,고려제강,2023,Q4,철강_소재,0.02206669831066725,-0.03388722209400741,0.01147179319196634,-0.0035370832733199187,-0.1738276632916742,0.057311074652659055,0.009428638917999832,0.14439091227243822,002240
4,아모레G,2023,Q4,생활소비재,-0.2113172777498022,-0.03388722209400741,-0.004556039264380973,-0.010849931723876494,-0.22874241473449541,0.682835056805905,-0.3093289660383861,0.30261872870898676,002790
4,세아제강,2023,Q4,철강_소재,0.06408017624255795,-0.03388722209400741,-0.011665631929074882,-0.0032453367744953443,0.10010855401029528,0.5581931964026041,0.058056664546003,0.024587676592854324,003030
