Variable,VIF
const,1.2064800281819212
F_유동자산 변화율,1.1633159201063217
F_비유동자산 변화율,3.2306417245814476
F_자산총계 변화율,5.3067410619732085
F_유동부채 변화율,1.4334704772356437
F_비유동부채 변화율,1.1311466183467542
F_부채총계 변화율,2.3433904048691887
F_이익잉여금 변화율,1.0307522125230393
F_자본총계 변화율,2.8919965715345772
F_매출액 변화율,1.1243591178328263
F_영업이익 변화율,1.1144399690290492
F_법인세차감전 순이익 변화율,1.4245815220323896
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4121158251475567
M_환율 변화율,37.379752772220534
M_GDP 변화율,105.69563665685996
M_금리 변화율,3.2096937631379236
M_수출액 변화율,18.53826377848706
M_실업률 변화율,7.063477846961911
M_국제유가 변화율,4.868348806098197
M_주택가격 변화율,80.28093215430005
Relative Return,1.0310493473780458
