,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,비유동자산 변화율,부채총계 변화율,매출액 변화율,비유동부채 변화율,Label,Code
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,0.005784579336604034,0.019400058661172448,-0.00035696854703115566,-0.01355021992291161,-0.03002463541409872,0.007578404108758541,-0.17068264442794995,000080
33,조선내화,2016,Q3,철강_소재,0.05567980570589828,0.005784579336604034,0.011783632523946874,0.03407413733282283,-0.06476704196923178,0.013266443858707788,0.4819923399344874,-0.14737252375136384,000480
33,영풍,2016,Q3,철강_소재,-0.025629221514891963,0.005784579336604034,0.0040715517674208,-0.00605457438118473,0.053097001355985274,0.0381807557997198,-0.007689632961281223,-0.23635428470249803,000670
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.005784579336604034,0.004574507703857478,-0.0006186861606024552,0.009749785234711927,0.04539967464922845,0.007249193258550113,-0.06228555020128465,001040
33,동국제강,2016,Q3,철강_소재,-0.011003397168905325,0.005784579336604034,0.061004749353227083,-0.012003249855782383,-0.05044047747377578,-0.05250628823733039,-0.03227178403526121,0.2366102338807522,001230
33,세아베스틸,2016,Q3,철강_소재,-0.055046075965483075,0.005784579336604034,0.014719886954358552,0.07336779766301293,-0.07354733089886478,-0.12046353944958499,-0.07263132831279029,0.013813479603057802,001430
33,대상,2016,Q3,생활소비재,-0.13602207737328315,0.005784579336604034,0.05498587715038128,0.03836325979662458,-0.00817208320250784,0.08654341098848839,0.01379193633164566,-0.27888938087563453,001680
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,0.005784579336604034,0.024592276178315498,-0.031217306569349512,-0.14762843971542128,-0.03838856466582008,-0.1605360508029724,-0.17317446296599925,001800
33,고려제강,2016,Q3,철강_소재,0.10708222189381547,0.005784579336604034,0.0071086510459128505,-0.0030507036733354864,-0.03774388430444375,-0.10078387276806766,0.01160063499213515,-0.1449928696559611,002240
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,0.005784579336604034,-0.0010731504098437927,0.0013426432607561711,0.021706233232989813,1.1443065812030695,0.01301595309686876,-0.3155265935223543,002790
33,세아제강,2016,Q3,철강_소재,0.2198907026207437,0.005784579336604034,0.003988864040612716,0.002062564775350717,0.06683648359766536,-0.0793209961513609,0.015453697512770592,-0.010978750295810732,003030
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,0.005784579336604034,0.008543108875769923,-0.03387612013010277,-0.0579256205688794,-0.03979114635124781,-0.11207685588350424,0.1127092949915663,003920
33,현대제철,2016,Q3,철강_소재,0.0024716832453822515,0.005784579336604034,0.030480674724842283,0.00699885589135163,-0.005506638296920774,-0.02991797969050014,-0.0471775531067663,0.04664328826368218,004020
33,농심,2016,Q3,생활소비재,-0.1457451772756213,0.005784579336604034,0.011822760087215833,-0.0025486343369718334,-0.0695048691176946,0.040538698252646777,-0.03885686732472038,-0.12867600189882653,004370
33,삼광글라스,2016,Q3,철강_소재,-0.22475170242234596,0.005784579336604034,-0.011660440947650952,-0.003066232848500161,0.004808786654894925,0.013257258285511275,-0.08018097653158707,-0.149271919845978,005090
33,빙그레,2016,Q3,생활소비재,-0.015148782523825285,0.005784579336604034,1.2952123035638423,-0.013879962506929466,-0.08219523620237568,0.06993706269198419,-0.01389388780367462,-0.039775037143353675,005180
33,롯데칠성,2016,Q3,생활소비재,-0.04036610090069271,0.005784579336604034,0.018555124496791864,0.018941164879079375,0.009406354006189721,0.07508514352341855,0.002219944672770202,-0.208945235739463,005300
