,name,year,quarter,sector,Relative Return,자본총계 변화율,비유동자산 변화율,특정 증권 등 소유 증감 수 변화율,비유동부채 변화율,이익잉여금 변화율,매출액 변화율,국제유가 변화율,유동자산 변화율,자산총계 변화율,Label,Code
29,Chosun_Refractories,2017,Q3,비금속,-0.06926177380712743,-0.025674504691640454,-0.09849853822496102,-0.0342470410801583,-0.13994600440915916,-0.027669302350876723,-0.10118074629552942,-0.04912421985101645,-0.016848753598711408,-0.07169275912141804,-0.035475371237458135,000480
28,Hanil_Cement,2017,Q3,비금속,0.03128767802726294,-0.00928986800013809,-0.17695179660021298,-0.03425435523846532,-0.45505007370740325,-0.015288171858353738,0.061663353488212946,-0.04912421985101645,0.03411520325895112,-0.08167672919519209,-0.007703534883720871,003300
28,Ssangyong_Cement,2017,Q3,비금속,-0.11056180831368369,-0.06991932248090738,-0.1418252525709467,-0.0342968303946376,-0.45153688157669314,-0.0008613222888331773,0.1106518130104237,-0.04912421985101645,-0.024053342519520182,-0.11420813251230899,-0.20030665165728573,003410
28,IS_Dongseo,2017,Q3,비금속,-0.14360079656482488,-0.0633533976823204,-0.013313247109586035,-0.03422906427122396,0.11347294111953543,-0.10952294527167461,0.053138811542937536,-0.04912421985101645,0.005930700522885357,0.0006609297499391431,-0.2646237269624573,010780
