,name,year,quarter,sector,Relative Return,자본총계 변화율,비유동자산 변화율,특정 증권 등 소유 증감 수 변화율,비유동부채 변화율,이익잉여금 변화율,매출액 변화율,국제유가 변화율,유동자산 변화율,자산총계 변화율,Label,Code
30,Chosun_Refractories,2017,Q2,비금속,-0.07596355103976213,-0.02441959889144729,-0.017098159108909883,-0.04069541970332047,-0.08716981400730228,-0.01804364062492314,-0.05314659312081371,0.07470193740685538,-0.057515808780992383,-0.030022375984835703,-0.06926177380712743,000480
29,Hanil_Cement,2017,Q2,비금속,0.24724667222001817,-0.02958925185765593,-0.022001206562001663,-0.040702210059643695,-0.9937203036516606,-0.027053006533685364,-0.32525847119741513,0.07470193740685538,-0.18011369448193792,-0.08778909554664693,0.03128767802726294,003300
29,Ssangyong_Cement,2017,Q2,비금속,-0.10500396362761073,-0.04916818065796136,-0.0296447887070026,-0.04067646882153464,-0.5198106006851653,-0.15106860216400486,-0.1565812785990739,0.07470193740685538,0.07588176924268297,-0.0027924594613033538,-0.11056180831368369,003410
29,IS_Dongseo,2017,Q2,비금속,-0.07405449392552332,-0.07781259466045598,-0.019218193401694617,-0.040751858236737215,0.3816700785859808,-0.13733240044256512,-0.22398420507167716,0.07470193740685538,-0.2300245852461138,-0.16409180383347954,-0.14360079656482488,010780
