접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330001903,Y,00795135,코오롱인더,소액주주,"16,700",-,99.95%,"13,050,522",-,51.95%,2015-12-31,2015,Q4
20170331004662,Y,00795135,코오롱인더,소액주주,"17,197",-,99.87%,"12,289,478",-,48.86%,2016-12-31,2016,Q4
20190626000395,Y,00795135,코오롱인더,소액주주,"20,653",-,99.89%,"12,902,639",-,50.30%,2017-12-31,2017,Q4
20190626000374,Y,00795135,코오롱인더,소액주주,"27,191",-,99.93%,"14,318,605",-,53.07%,2018-12-31,2018,Q4
20200330003955,Y,00795135,코오롱인더,소액주주,"26,887",-,99.95%,"14,079,983",-,52.19%,2019-12-31,2019,Q4
20210319000459,Y,00795135,코오롱인더,소액주주,"38,013","38,019",99.98%,"14,743,529","26,978,840",54.64%,2020-12-31,2020,Q4
20220321001478,Y,00795135,코오롱인더,소액주주,"81,952","81,952",99.99%,"1,615,031","27,519,091",58.68%,2021-12-31,2021,Q4
20230320001068,Y,00795135,코오롱인더,소액주주,"74,904","74,909",99.99%,"16,238,458","27,519,091",59.00%,2022-12-31,2022,Q4
20240320001923,Y,00795135,코오롱인더,소액주주,"70,795","70,800",99.99%,"15,549,979","27,519,091",56.50%,2023-12-31,2023,Q4
20250319000318,Y,00795135,코오롱인더,소액주주,"63,966","63,970",99.99%,"16,464,853","27,519,091",59.83%,2024-12-31,2024,Q4
