접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330002390,Y,00120076,LX인터내셔널,소액주주,"20,311",-,99.73%,"23,312,853",-,60.14%,2015-12-31,2015,Q4
20170331004813,Y,00120076,LX인터내셔널,소액주주,"17,021",-,99.68%,"22,565,255",-,58.21%,2016-12-31,2016,Q4
20180330001291,Y,00120076,LX인터내셔널,소액주주,"22,610",-,99.95%,"24,020,882",-,61.97%,2017-12-31,2017,Q4
20190401001745,Y,00120076,LX인터내셔널,소액주주,"23,586",-,99.95%,"24,251,630",-,62.57%,2018-12-31,2018,Q4
20200330001639,Y,00120076,LX인터내셔널,소액주주,"23,061",-,99.96%,"25,034,795",-,64.59%,2019-12-31,2019,Q4
20210316000546,Y,00120076,LX인터내셔널,소액주주,"36,512","36,520",99.98%,"22,976,527","38,760,000",59.28%,2020-12-31,2020,Q4
20220316000964,Y,00120076,LX인터내셔널,소액주주,"43,718","43,725",99.98%,"24,480,708","38,760,000",63.16%,2021-12-31,2021,Q4
20230315000850,Y,00120076,LX인터내셔널,소액주주,"33,935","33,943",99.98%,"23,068,486","38,760,000",59.52%,2022-12-31,2022,Q4
20240320000868,Y,00120076,LX인터내셔널,소액주주,"50,077","50,082",99.99%,"24,526,850","38,760,000",63.28%,2023-12-31,2023,Q4
20250320000626,Y,00120076,LX인터내셔널,소액주주,"39,672","39,677",99.99%,"24,526,207","38,760,000",63.28%,2024-12-31,2024,Q4
