접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20170814002469,Y,00309503,한국항공우주,소액주주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170814002470,Y,00309503,한국항공우주,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180814001733,Y,00309503,한국항공우주,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190802000402,Y,00309503,한국항공우주,소액주주,"116,070",-,99.98%,"59,298,793",-,60.83%,2018-12-31,2018,Q4
20200330003749,Y,00309503,한국항공우주,소액주주,"87,826",-,99.99%,"57,811,733",-,59.31%,2019-12-31,2019,Q4
20210415000506,Y,00309503,한국항공우주,소액주주,"103,603","103,608",100.00%,"58,631,073","97,475,107",60.16%,2020-12-31,2020,Q4
20220322000955,Y,00309503,한국항공우주,소액주주,"193,696","193,701",100.00%,"60,842,168","97,475,107",62.43%,2021-12-31,2021,Q4
20230321001514,Y,00309503,한국항공우주,소액주주,"149,867","149,874",100.00%,"65,524,295","97,475,107",64.16%,2022-12-31,2022,Q4
20240326000812,Y,00309503,한국항공우주,소액주주,"148,776","148,785",99.99%,"57,928,826","97,475,107",59.45%,2023-12-31,2023,Q4
20250318001067,Y,00309503,한국항공우주,소액주주,"128,232","128,242",99.99%,"55,253,398","97,475,107",56.68%,2024-12-31,2024,Q4
