접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004015,Y,00105855,엘에스일렉트릭,소액주주,"25,322",-,99.95%,"12,286,279",-,40.95%,2015-12-31,2015,Q4
20170331003670,Y,00105855,엘에스일렉트릭,소액주주,"24,138",-,99.96%,"11,827,976",-,39.42%,2016-12-31,2016,Q4
20180330003041,Y,00105855,엘에스일렉트릭,소액주주,"18,085",-,99.95%,"12,152,550",-,40.5%,2017-12-31,2017,Q4
20190401004824,Y,00105855,엘에스일렉트릭,소액주주,"22,288",-,99.95%,"11,494,674",-,38.32%,2018-12-31,2018,Q4
20200330003270,Y,00105855,엘에스일렉트릭,소액주주,"21,613",-,99.95%,"10,688,668",-,35.62%,2019-12-31,2019,Q4
20210319001364,Y,00105855,엘에스일렉트릭,소액주주,"36,582","36,592",99.97%,"11,468,652","30,000,000",38.22%,2020-12-31,2020,Q4
20220318000964,Y,00105855,엘에스일렉트릭,소액주주,"39,299","39,309",99.97%,"11,830,110","30,000,000",39.43%,2021-12-31,2021,Q4
20230320000799,Y,00105855,엘에스일렉트릭,소액주주,"34,240","34,249",99.98%,"12,056,804","30,000,000",40.20%,2022-12-31,2022,Q4
20240326000494,Y,00105855,엘에스일렉트릭,소액주주,"50,463","50,471",99.98%,"12,592,375","30,000,000",41.97%,2023-12-31,2023,Q4
20250317000918,Y,00105855,엘에스일렉트릭,소액주주,"65,389","65,399",99.98%,"10,954,710","30,000,000",36.52%,2024-12-31,2024,Q4
