접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003231,Y,00181712,SK,소액주주,"25,197",-,99.93%,"24,410,650",-,34.68%,2015-12-31,2015,Q4
20170331004601,Y,00181712,SK,소액주주,"26,515",-,99.94%,"23,749,716",-,33.74%,2016-12-31,2016,Q4
20180402004650,Y,00181712,SK,소액주주,"24,977",-,99.93%,"23,311,012",-,33.12%,2017-12-31,2017,Q4
20190401004667,Y,00181712,SK,소액주주,"21,005",-,99.81%,"23,347,904",-,33.18%,2018-12-31,2018,Q4
20200414001868,Y,00181712,SK,소액주주,"20,415",-,99.83%,"19,459,479",-,27.66%,2019-12-31,2019,Q4
20210319001179,Y,00181712,SK,소액주주,"119,590","119,628",99.98%,"22,979,758","52,306,892",43.93%,2020-12-31,2020,Q4
20220816001773,Y,00181712,SK,소액주주,"216,835","216,879",99.99%,"27,496,127","56,090,767",49.02%,2021-12-31,2021,Q4
20230321001347,Y,00181712,SK,소액주주,"199,950","199,999",99.98%,"26,250,378","55,174,509",47.58%,2022-12-31,2022,Q4
20240319000757,Y,00181712,SK,소액주주,"184,140","184,190",99.97%,"27,538,606","54,678,917",50.36%,2023-12-31,2023,Q4
20250318001364,Y,00181712,SK,소액주주,"170,980","171,027",99.97%,"28,343,647","54,335,349",52.16%,2024-12-31,2024,Q4
