접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003090,Y,00131780,SK네트웍스,소액주주,"45,510",-,99.98%,"124,744,253",-,50.26%,2015-12-31,2015,Q4
20170331002951,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402005134,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003606,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003870,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2019-12-31,2019,Q4
20210319000703,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2020-12-31,2020,Q4
20220404002305,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2021-12-31,2021,Q4
20231114001467,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2022-12-31,2022,Q4
20240319000871,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318000975,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2024-12-31,2024,Q4
