접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003575,Y,00148540,CJ,소액주주,"20,722",-,99.95%,"12,215,090",-,41.92%,2015-12-31,2015,Q4
20170331004642,Y,00148540,CJ,소액주주,"22,970",-,99.94%,"11,999,767",-,41.12%,2016-12-31,2016,Q4
20180330003087,Y,00148540,CJ,소액주주,"26,117",-,99.94%,"12,034,312",-,41.23%,2017-12-31,2017,Q4
20190329004141,Y,00148540,CJ,소액주주,"30,594",-,99.95%,"12,268,885",-,42.04%,2018-12-31,2018,Q4
20200330004294,Y,00148540,CJ,소액주주,"32,439",-,99.98%,"12,650,771",-,43.36%,2019-12-31,2019,Q4
20210323001025,Y,00148540,CJ,소액주주,"41,941","41,951",99.98%,"11,751,222","29,176,998",40.28%,2020-12-31,2020,Q4
20220321001352,Y,00148540,CJ,소액주주,"68,553","68,563",99.99%,"11,133,768","29,176,998",38.16%,2021-12-31,2021,Q4
20230321001305,Y,00148540,CJ,소액주주,"61,161","61,170",99.99%,"12,496,451","29,176,998",42.83%,2022-12-31,2022,Q4
20240320001996,Y,00148540,CJ,소액주주,"41,222","41,233",99.99%,"11,931,344","29,176,998",40.90%,2023-12-31,2023,Q4
20250318001349,Y,00148540,CJ,소액주주,"33,309","33,320",99.98%,"11,699,928","29,176,998",40.11%,2024-12-31,2024,Q4
