접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330002927,Y,00159193,한국전력공사,소액주주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331002694,Y,00159193,한국전력공사,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330003688,Y,00159193,한국전력공사,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401001643,Y,00159193,한국전력공사,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200402000541,Y,00159193,한국전력공사,소액주주,"432,683",-,99.99%,"251,430,816",-,39.17%,2019-12-31,2019,Q4
20210514000023,Y,00159193,한국전력공사,소액주주,"581,649","581,653",99.99%,"260,624,829","641,964,077",40.60%,2020-12-31,2020,Q4
20220516001505,Y,00159193,한국전력공사,소액주주,"746,421","746,426",99.9%,"271,408,224","641,964,077",42.28%,2021-12-31,2021,Q4
20230525000309,Y,00159193,한국전력공사,소액주주,"694,648","694,654",99.99%,"242,496,922","641,964,077",37.77%,2022-12-31,2022,Q4
20240329002856,Y,00159193,한국전력공사,소액주주,"655,134","655,140",99.99%,"244,064,194","641,964,077",38.02%,2023-12-31,2023,Q4
20250318000747,Y,00159193,한국전력공사,소액주주,"565,423","565,428",99.99%,"268,576,176","641,964,077",41.84%,2024-12-31,2024,Q4
