접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160513005066,Y,00138242,KG모빌리티,소액주주,"34,148",-,99.98%,"33,379,665",-,24.32%,2015-12-31,2015,Q4
20170331004093,Y,00138242,KG모빌리티,소액주주,"32,530",-,99.98%,"33,552,929",-,24.44%,2016-12-31,2016,Q4
20180402004729,Y,00138242,KG모빌리티,소액주주,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003283,Y,00138242,KG모빌리티,소액주주,"31,707",-,99.98%,"36,048,379",-,26.13%,2018-12-31,2018,Q4
20200330002307,Y,00138242,KG모빌리티,소액주주,"31,833",-,99.98%,"35,791,356",-,23.87%,2019-12-31,2019,Q4
20210323000883,Y,00138242,KG모빌리티,소액주주,"48,381","48,383",99.99%,"37,983,069","149,840,002",25.34%,2020-12-31,2020,Q4
20220427000218,Y,00138242,KG모빌리티,소액주주,"48,452","48,454",99.99%,"37,984,894","149,840,002",25.35%,2021-12-31,2021,Q4
20230314001136,Y,00138242,KG모빌리티,소액주주,"43,160","43,170",99.99%,"40,490,942","186,956,024",21.67%,2022-12-31,2022,Q4
20240318000335,Y,00138242,KG모빌리티,소액주주,"72,996","73,007",99.99%,"46,407,411","186,956,024",24.83%,2023-12-31,2023,Q4
20250318000528,Y,00138242,KG모빌리티,소액주주,"79,625","79,637",99.99%,"52,725,357","196,404,254",26.85%,2024-12-31,2024,Q4
