접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003061,Y,00115977,아이에스동서,소액주주,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004511,Y,00115977,아이에스동서,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402004893,Y,00115977,아이에스동서,소액주주,"14,500",-,99.95%,"13,055,659",-,42.35%,2017-12-31,2017,Q4
20190401004757,Y,00115977,아이에스동서,소액주주,"11,688",-,99.92%,"12,863,430",-,41.69%,2018-12-31,2018,Q4
20200330004452,Y,00115977,아이에스동서,소액주주,"10,262",-,99.92%,"12,851,079",-,41.60%,2019-12-31,2019,Q4
20210318001311,Y,00115977,아이에스동서,소액주주,"23,606","23,615",99.96%,"12,066,505","30,892,606",39.06%,2020-12-31,2020,Q4
20220317001305,Y,00115977,아이에스동서,소액주주,"22,783","22,793",99.96%,"12,034,001","30,892,606",38.95%,2021-12-31,2021,Q4
20230323001296,Y,00115977,아이에스동서,소액주주,"22,125","22,136",99.95%,"11,314,005","30,892,606",36.63%,2022-12-31,2022,Q4
20240321001950,Y,00115977,아이에스동서,소액주주,"31,263","31,274",99.96%,"10,960,202","30,892,606",35.48%,2023-12-31,2023,Q4
20250319001050,Y,00115977,아이에스동서,소액주주,"28,440","28,449",99.97%,"10,737,173","30,186,976",35.57%,2024-12-31,2024,Q4
