Variable,VIF
const,1.1349235272581029
F_유동자산 변화율,1.8030566164664226
F_비유동자산 변화율,2.278755916506634
F_자산총계 변화율,3.192543781472852
F_유동부채 변화율,2.2919850467156784
F_비유동부채 변화율,1.9082192844424644
F_부채총계 변화율,3.785783723894321
F_이익잉여금 변화율,1.011915642788508
F_자본총계 변화율,1.5980874753725618
F_매출액 변화율,1.04992536142875
F_영업이익 변화율,1.0625587519386839
F_법인세차감전 순이익 변화율,1.1019732348546036
F_당기순이익(손실) 변화율,1.0955181122490498
M_소비자물가지수 변화율,1.3671895206817464
M_금리 변화율,3.2189918825243273
M_수출액 변화율,7.110199797348979
M_실업률 변화율,3.2872106047061442
M_국제유가 변화율,3.7078120696256804
