,Feature,Average_Importance
0,M_소비자물가지수 변화율,0.12820351195706792
1,F_영업이익 변화율,0.07937974953687045
2,F_이익잉여금 변화율,0.07549525728166705
3,F_비유동자산 변화율,0.06816710608566377
4,F_비유동부채 변화율,0.06803967195447366
5,M_국제유가 변화율,0.06448092893648946
