code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
115390,Lock_&_Lock,화학,2015,Q4,"114,262,350,970","502,430,226,785","616,692,577,755","76,554,345,776","3,723,522,832","80,277,868,608","27,500,000,000","219,286,699,030","536,414,709,147",183466673020,1546982971,20056532558,16641590195,16641590195,
115390,Lock_&_Lock,화학,2016,Q1,"132,612,283,031","503,021,111,752","635,633,394,783","79,890,518,641","4,235,459,307","84,125,977,948","27,500,000,000","234,379,406,718","551,507,416,835",51522197896,2612946985,30060520101,25937947727,25937947727,
115390,Lock_&_Lock,화학,2016,Q2,"95,021,601,714","507,518,660,715","602,540,262,429","44,711,443,344","3,746,871,715","48,458,315,059","27,500,000,000","236,947,309,648","554,081,947,370",47768165576,3380453048,3210677611,2569083862,2569083862,
115390,Lock_&_Lock,화학,2016,Q3,"112,188,349,747","506,208,759,552","618,397,109,299","33,051,906,957","3,263,384,091","36,315,291,048","27,500,000,000","264,939,598,294","582,081,818,251",52747800235,2507913241,31673521214,27988589572,27988589572,
115390,Lock_&_Lock,화학,2016,Q4,"101,742,759,075","523,976,012,921","625,718,771,996","36,177,181,709","4,748,220,524","40,925,402,233","27,500,000,000","267,583,653,262","584,793,369,763",52410382238,3558123079,3414731271,3545246082,3545246082,
115390,Lock_&_Lock,화학,2017,Q1,"108,721,880,646","526,571,454,209","635,293,334,855","56,899,620,855","5,279,142,665","62,178,763,520","27,500,000,000","255,873,249,275","573,114,571,335",39966776631,-104416763,16756294428,15417951685,15417951685,
115390,Lock_&_Lock,화학,2017,Q2,"98,371,385,577","534,357,231,787","632,728,617,364","28,948,873,453","6,873,883,921","35,822,757,374","27,500,000,000","279,670,570,392","596,905,859,990",43445642651,2043537406,26091402678,23791845045,23791845045,
115390,Lock_&_Lock,화학,2017,Q3,"98,296,013,119","540,003,376,648","638,299,389,767","25,694,638,738","7,590,126,342","33,284,765,080","27,500,000,000","287,791,563,051","605,014,624,687",44616966567,1401140220,9306617658,8117710121,8117710121,
115390,Lock_&_Lock,화학,2017,Q4,"90,172,167,077","544,183,238,554","634,355,405,631","23,730,329,420","10,634,053,587","34,364,383,007","27,500,000,000","280,948,197,382","599,991,022,624",35807618072,-208987119,-7434621181,-6579990727,-6579990727,
115390,Lock_&_Lock,화학,2018,Q1,"93,737,786,943","546,807,910,168","640,545,697,111","35,817,753,454","11,065,843,380","46,883,596,834","27,500,000,000","279,452,089,613","593,662,100,277",35536878284,-200714093,761992391,750072311,750072311,
115390,Lock_&_Lock,화학,2018,Q2,"91,553,279,999","542,511,493,640","634,064,773,639","25,275,248,725","11,338,174,940","36,613,423,665","27,500,000,000","283,230,964,803","597,451,349,974",32903732512,-665908088,1035621971,3784792380,3784792380,
115390,Lock_&_Lock,화학,2018,Q3,"93,216,003,774","533,490,283,597","626,706,287,371","19,605,369,616","11,546,174,363","31,151,543,979","27,500,000,000","281,348,348,086","595,554,743,392",33025449272,-2777624905,-331258097,-1879102945,-1879102945,
115390,Lock_&_Lock,화학,2018,Q4,"106,710,650,518","509,715,677,042","616,426,327,560","20,991,380,550","13,261,639,836","34,253,020,386","27,500,000,000","249,136,787,455","582,173,307,174",39858078726,-2065250670,-11168768301,-8071310153,-8071310153,
