,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,증자주식수 변화율,기말 소유주식 수 변화율,기초 소유주식 지분율 변화율,Label,Code
22,경방,2019,Q2,경기소비재,-0.040084517690679194,0.0,0.0,0.0,0.0,0.0,0.0,-0.08417773824815472,000050
22,유한양행,2019,Q2,헬스케어,0.014660066264538203,0.0,0.0,0.0,0.0,0.0,0.0,-0.1288497439286522,000100
22,일동제약,2019,Q2,헬스케어,-0.12989226784397004,0.0,0.0,0.0,0.0,0.0,0.0,-0.08599350809354075,000230
22,한국타이어월드와이드,2019,Q2,경기소비재,-0.06653944086627385,0.0,0.0,0.0,0.0,0.0,0.0,-0.14771301028660141,000240
22,기아차,2019,Q2,경기소비재,0.10098884400028099,0.011659725070843674,0.0,0.0,0.0,0.0,0.0,-0.11778577207084691,000270
22,동아쏘시오홀딩스,2019,Q2,헬스케어,-0.1300372837390861,4.887351436888565e-07,0.0,0.0,0.0,0.0,0.0,-0.04576887464125747,000640
22,SK네트웍스,2019,Q2,경기소비재,0.035223477066856856,0.0,0.0,0.0,0.0,0.0,0.0,0.05723596590228673,001740
22,넥센타이어,2019,Q2,경기소비재,-0.05602256155802762,0.0,0.0,0.0,0.0,0.0,0.0,-0.006226561336162936,002350
22,부광약품,2019,Q2,헬스케어,-0.11057331901045478,0.0,0.0,0.0,0.0,0.0,0.0,-0.049339076952516575,003000
22,일신방직,2019,Q2,경기소비재,-0.08912750190341145,0.0,0.0,0.0,0.0,0.0,0.0,-0.23515143393192162,003200
22,영진약품,2019,Q2,헬스케어,-0.2763510110479937,0.0,0.0,0.0,0.0,0.0,0.0,0.24044015239586103,003520
22,쌍용차,2019,Q2,경기소비재,-0.26669851343738016,0.0,0.0,0.0,0.0,0.0,0.0,-0.3314040789789173,003620
22,한솔홀딩스,2019,Q2,경기소비재,-0.006378103177246568,0.017769850998938352,0.0,0.0,0.0,0.0,0.0,-0.12828546915520633,004150
22,신세계,2019,Q2,경기소비재,-0.2235193800760003,0.0,0.0,0.0,0.0,0.0,0.0,0.06796373283963282,004170
