,name,year,quarter,sector,Relative Return,자본금 변화율,보유 주식 수 변화율,1인평균급여 변화율,증자주식수 변화율,기말 소유주식 수 변화율,기초 소유주식 지분율 변화율,Label,Code
20,경방,2019,Q4,경기소비재,-0.10188173438043172,0.0,-0.05610447997585388,911.1063748079877,0.0,0.03987238576177332,0.05695162129356657,0.31535207533686044,000050
20,유한양행,2019,Q4,헬스케어,0.256782615726154,0.0,-0.08961742204592504,0.19999999999999996,0.04664991078992742,0.04113442218926866,-0.0027945971122494973,0.05294228616675725,000100
20,일동제약,2019,Q4,헬스케어,-0.15917565580621104,0.0,-0.05233450510816984,0.16000342636431597,-0.3904087974622603,-0.12681585362034598,-0.08472063854047907,0.1708108043303641,000230
20,한국타이어월드와이드,2019,Q4,경기소비재,-0.20232934492999802,0.0,-0.03997908761440716,-0.0064102564102563875,0.0,0.0,0.0,0.005318434420071766,000240
20,기아차,2019,Q4,경기소비재,-0.23837488290227263,-0.011979983946564632,0.0208732946393686,0.03921568627450989,0.0,0.00018440689893051143,0.0,0.04714539112427546,000270
20,동아쏘시오홀딩스,2019,Q4,헬스케어,0.06765016639434585,0.0,-0.03375917051677757,0.09333333333333327,-0.05882212178618185,0.5995654825648167,0.5938590369853454,-0.01520887294945869,000640
20,SK네트웍스,2019,Q4,경기소비재,-0.052208096620772165,0.0,0.0,-0.019783586538461573,0.0,0.0016959342332070193,0.00248508946322068,-0.04572624028690972,001740
20,넥센타이어,2019,Q4,경기소비재,-0.3556524336737552,0.0,1336.2743963782696,0.10810810810810789,0.0,-0.01528374268290833,0.024468573176326558,0.16311424658048296,002350
20,부광약품,2019,Q4,헬스케어,0.4942607469637431,0.0,0.31406880390107705,0.02079543523612637,-0.31851931808349854,-0.015609667103993141,-0.006083650190114254,0.33822603827409736,003000
20,일신방직,2019,Q4,경기소비재,-0.2212099224369856,0.0,-0.009226062787964673,-0.9989394767864757,0.0,-0.00010766182352828224,0.0011850681414180553,0.17455914969201036,003200
20,영진약품,2019,Q4,헬스케어,-0.038869018300790426,0.0,-0.03498628237411916,0.02777777777777768,-0.8234578427706696,0.0,0.0,0.07283381172024125,003520
20,쌍용차,2019,Q4,경기소비재,-0.24965893605324915,0.0,-0.007129946120462138,-0.9990414507772021,0.3949930930651999,0.11883468221524796,0.0001380071763732449,-0.039222592443264995,003620
20,한솔홀딩스,2019,Q4,경기소비재,-0.20363961817776619,0.0,-0.04499580922237256,0.09836065573770503,-0.18159521089160624,-0.18343751764693195,-0.25,0.13284518828451886,004150
20,신세계,2019,Q4,경기소비재,0.011487325837382184,0.0,-0.07574246261888129,0.030303030303030276,0.0,0.0,0.0,-0.012746459047267691,004170
20,세방전지,2019,Q4,경기소비재,-0.20356217084195452,0.0,0.02313461360235114,0.05289480214557063,0.0,0.09984905253650123,0.09973487587370466,0.04816776892968014,004490
20,조광피혁,2019,Q4,경기소비재,0.17964923513240655,0.0,-0.0706189768142953,0.04481118350785929,0.0,0.0,0.0,-0.06832013439328294,004700
20,현대차,2019,Q4,경기소비재,-0.13813664420007102,0.0,-0.03432715148415977,0.04216867469879526,0.0,0.0,0.03116147308781847,-0.0024205121985729355,005380
20,에스엘,2019,Q4,경기소비재,-0.2759377125916084,0.0,-0.2823856744102937,0.04706708255949121,0.19236226106286436,-0.274608954554446,-0.5399946207638515,-0.10443128552890452,005850
20,녹십자,2019,Q4,헬스케어,0.158163355799929,0.0,0.11289412769651608,0.10377358490566047,0.0,-0.001193391551816636,-0.0032039200904636633,0.12251460977212217,006280
20,동아타이어,2019,Q4,경기소비재,0.02806646941370841,0.0,0.0,0.21068833887452287,0.0,0.0,-0.03697318007662842,-0.17317180997702258,007340
20,일양약품,2019,Q4,헬스케어,0.533506131293737,0.0,-0.048529051536377876,-0.008695652173912993,0.0,0.0006271962826349675,0.0007590132827324236,0.012445188284518849,007570
20,서연,2019,Q4,경기소비재,-0.13214314346151854,0.0,0.0919704630473801,0.29152594412035615,-0.9217090168336947,0.0,0.0,0.41327997089321455,007860
20,서흥,2019,Q4,헬스케어,0.18604052287442419,0.0,0.025946928942634173,0.09189189189189184,0.0,0.0,0.0,0.31011104855083893,008490
20,호텔신라,2019,Q4,경기소비재,0.038472413327468785,0.0,-0.0458985651684497,0.14473684210526305,0.0,0.004184106613067673,-0.017142857142857126,0.06586129370179558,008770
20,한샘,2019,Q4,경기소비재,0.010532636845680649,0.0,0.03369572841411239,-0.09140827599834289,0.0,0.168129038760521,0.1881455042527338,0.631371710877839,009240
20,광동제약,2019,Q4,헬스케어,-0.14322553308895988,0.0,0.12905109884146726,-0.04166666666666663,0.0,0.68580553950889,0.6809308338720104,0.22469194663422415,009290
20,모토닉,2019,Q4,경기소비재,-0.09938381401139176,0.0,0.07531576228750403,0.09554056942036904,0.0,0.0,0.0,0.10117852161785218,009680
20,화신,2019,Q4,경기소비재,-0.3629334821447351,0.0,0.10973528140548483,-0.028037383177570097,0.0,0.11764705882352944,-0.011523304516475208,0.058283784775746916,010690
20,현대위아,2019,Q4,경기소비재,-0.354429581003045,0.0,0.08694794635491987,-0.10807451509943533,0.0,1248.7616804333343,0.250306823760432,0.22093072799938646,011210
20,현대모비스,2019,Q4,경기소비재,-0.13118469348138515,0.0,0.06884894635741268,0.042622950819672045,0.0,800004.7206720469,-0.19999999999999996,-0.08361822634962748,012330
20,에스원,2019,Q4,경기소비재,0.02023962698636969,0.0,-0.03212946145484108,-0.004201680672268893,0.0,0.0,0.0,0.02374294389549142,012750
20,한온시스템,2019,Q4,경기소비재,-0.05565243367375522,0.0,0.028211848523969074,0.15302121936213142,0.0,0.0,0.0,-0.06936926392993337,018880
20,대교,2019,Q4,경기소비재,-0.22981818513105015,0.0,-0.08467445127319728,0.12052117263843654,0.0,0.013803272047519632,0.050143953934740804,0.002099846669612021,019680
20,한섬,2019,Q4,경기소비재,-0.25682909132998033,0.0,0.027835718742142967,-0.06845593479776568,0.0,0.0,0.0,0.5253183065640887,020000
20,코웨이,2019,Q4,경기소비재,-0.17509935606447777,0.0,-0.21744725051630887,0.07497165293032548,0.0,-0.1805858004368054,-0.39897491232802795,-0.02576641101249344,021240
