,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,부채총계 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
30,하이트진로,2017,Q2,생활소비재,0.06856733350009801,-0.07470193740685538,0.058471993297237956,-1.7708285686901073,-0.015459049276709824,1.7273490862779184e-05,-0.1259798444991046,-0.001981459988192033,000080
30,CJ,2017,Q2,생활소비재,-0.13370168117654951,-0.07470193740685538,0.0031935988091149614,-0.8500881165783496,-0.18981400456780662,6.742038822782348e-07,-0.1259798444991046,0.045448715919286786,001040
30,대상,2017,Q2,생활소비재,-0.06228111840310379,-0.07470193740685538,0.02783919423005643,-0.2744133071247773,0.011483369044831937,0.03111158702325123,-0.1259798444991046,-0.124502577508572,001680
30,오리온,2017,Q2,생활소비재,-0.2537593226356348,-0.07470193740685538,3.6149592305155203,-4.68358155228902,-0.9764598962855463,1.165631959954108,-0.1259798444991046,-0.005459134665010176,001800
30,아모레G,2017,Q2,생활소비재,-0.19942881632401815,-0.07470193740685538,0.0009177839002851851,-0.9795733384194539,-0.4523917066418647,-0.0005100049089176162,-0.1259798444991046,0.15783766278717792,002790
30,남양유업,2017,Q2,생활소비재,-0.22634890191258605,-0.07470193740685538,0.003240749186000036,-7.597568023759442,-0.02338846188147703,0.05339397829551418,-0.1259798444991046,-0.12800420780693628,003920
30,농심,2017,Q2,생활소비재,-0.032183292021169714,-0.07470193740685538,0.009831763806827043,-0.3783038047026013,-0.05748371185567258,0.03286657001082993,-0.1259798444991046,-0.03910110997365216,004370
30,빙그레,2017,Q2,생활소비재,-0.11675163638520118,-0.07470193740685538,0.37999964719396795,1.7550434283695724,0.23906976185593076,0.0009996270025556253,-0.1259798444991046,-0.10708634507915683,005180
30,롯데칠성,2017,Q2,생활소비재,-0.14032625642741683,-0.07470193740685538,-0.02781567930068629,-2.523479118310555,0.15959255095213232,0.06438326581714704,-0.1259798444991046,-0.21125151497241576,005300
30,현대그린푸드,2017,Q2,생활소비재,0.08208728133176543,-0.07470193740685538,0.020599854500151782,-0.3103699300097693,-0.013894299320243553,0.030483046298233063,-0.1259798444991046,-0.2418276399515148,005440
30,삼립식품,2017,Q2,생활소비재,-0.27094591828379594,-0.07470193740685538,0.10340468706494432,2.6499109252148436,-0.03475162655894892,0.044315067362157734,-0.1259798444991046,-0.12994220669409448,005610
30,크라운제과,2017,Q2,생활소비재,-0.31204707644521473,-0.07470193740685538,-0.00031474532683695156,-1.0625287369069822,-0.05450489184506524,-0.003660246041658599,-0.1259798444991046,-0.23437317751347925,005740
30,GS리테일,2017,Q2,생활소비재,-0.2715185981900748,-0.07470193740685538,0.040749963501942155,0.831687863288127,0.10638928072184783,0.06371877479366739,-0.1259798444991046,-0.21420762367075274,007070
30,오뚜기,2017,Q2,생활소비재,-0.07445487434312986,-0.07470193740685538,0.033061465451725836,0.15435556350646573,-0.02359848002346132,0.026289184850993852,-0.1259798444991046,-0.08551896752858136,007310
30,한국전력,2017,Q2,생활소비재,0.0010448224569447623,-0.07470193740685538,0.006772553544130977,2.235185994642637,0.003019147804691924,0.009667662288813217,-0.1259798444991046,-0.22390797118682276,015760
30,KT&G,2017,Q2,생활소비재,0.04688529560606538,-0.07470193740685538,1.0425841100075703,0.17189096858256026,-0.25037266925478063,0.011546973316639786,-0.1259798444991046,-0.11074925009064832,033780
30,무학,2017,Q2,생활소비재,-0.08649614334894641,-0.07470193740685538,0.03282397069739895,-0.48308996042152685,-0.08527881389504688,-0.15581735639628902,-0.1259798444991046,-0.25373412198109335,033920
30,한국가스공사,2017,Q2,생활소비재,-0.010915054086265114,-0.07470193740685538,-0.05994416645191092,-1.4216114730812452,-0.005633047252913581,0.024358632771638078,-0.1259798444991046,-0.23345477736653525,036460
30,팜스코,2017,Q2,생활소비재,-0.06096342456772376,-0.07470193740685538,0.018411618773277683,-0.7261987230425602,0.0008150908475026419,-0.00010532582194677786,-0.1259798444991046,-0.11817309188336764,036580
30,동원F&B,2017,Q2,생활소비재,-0.2286470140673431,-0.07470193740685538,0.040706507798299096,-0.9463759625785565,0.4681780317224633,0.2927927660094083,-0.1259798444991046,-0.09503457636833912,049770
30,LG생활건강,2017,Q2,생활소비재,0.0016072670555496108,-0.07470193740685538,0.10427359859075769,-0.015148302617532083,-0.2582106709161126,0.013793099887738913,-0.1259798444991046,0.17307042264152556,051900
