,Feature,Importance
0,F_자산총계 변화율,0.22431258874871593
1,F_비유동자산 변화율,0.22181431178031652
2,F_자본총계 변화율,0.14600485862472362
3,F_영업이익 변화율,0.14070006341254337
4,M_금리 변화율,0.13799880779617676
5,F_매출액 변화율,0.12916936963752393
