Variable,VIF
const,1.3082901779776197
F_유동자산 변화율,1.3535186844947322
F_비유동자산 변화율,2.1437039108036533
F_자산총계 변화율,3.2278150921659194
F_유동부채 변화율,2.3650754463403048
F_비유동부채 변화율,1.417002305385452
F_부채총계 변화율,2.9105311282264283
F_이익잉여금 변화율,1.0088124183941363
F_자본총계 변화율,1.1899635377165976
F_매출액 변화율,1.119709410869282
F_영업이익 변화율,1.0181777854887897
F_법인세차감전 순이익 변화율,1.7992951352483173
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4174766633858644
M_환율 변화율,35.069537179927714
M_GDP 변화율,97.69391100808143
M_금리 변화율,3.084844922003524
M_수출액 변화율,18.273740872958992
M_실업률 변화율,6.262862224749489
M_국제유가 변화율,4.624324041759116
M_주택가격 변화율,74.2940496998988
Relative Return,1.0524942692881067
