,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,영업이익 변화율,금리 변화율,매출액 변화율,Label,Code
29,CJ대한통운,2017,Q3,산업재,-0.18818800596954915,0.05497965617652523,0.048494335145597756,0.0006974755114412812,-0.11459423553825665,0.03346456692913535,0.036180046731628,-0.041479917630222414,000120
29,두산,2017,Q3,산업재,-0.0906428996630934,0.04900488870085118,0.005625689946810786,0.014173135317234298,-0.07940616562686553,0.03346456692913535,0.0022188286749562636,-0.12720228105803708,000150
29,LG상사,2017,Q3,산업재,-0.10129325401356078,0.029114066797319094,-0.003866677372698746,0.031994002512184094,-3.687951662231167,0.03346456692913535,0.20112842079003146,-0.011568343910626756,001120
29,대한항공,2017,Q3,산업재,-0.24487756318235174,-0.003532617760955037,-0.002914580070418671,0.02433045721532001,1.3431061127783956,0.03346456692913535,0.09635759194774707,0.12563477305901172,003490
29,S&T중공업,2017,Q3,산업재,-0.1652097407655618,-0.0029912560933146315,-0.007121910873181703,-0.002988782992392691,1.8961658282302705,0.03346456692913535,-0.05999791813771915,-0.013550251049301458,003570
29,LS,2017,Q3,산업재,-0.23972379605919317,-0.011356265449186775,0.017147648460170695,-0.3278835596144236,0.03411806502685777,0.03346456692913535,0.03411806502685777,0.07619834967488062,006260
29,LS산전,2017,Q3,산업재,-0.06067428757190768,-0.0013616940345521078,-0.007804979785774879,0.03582339908479515,0.3925251183312004,0.03346456692913535,0.028199051932781938,0.08046051358554096,010120
29,현대상선,2017,Q3,산업재,-0.2434103961001017,-0.02046837342025476,0.0059895774876495,-0.06798821830199742,-0.697114023951418,0.03346456692913535,0.023398589073842402,-0.2182255333682668,011200
29,한국단자,2017,Q3,산업재,-0.08213517779674952,0.050667764290951656,0.03258567225077824,0.01668871766991642,-0.16118899726659908,0.03346456692913535,0.012181049489345064,-0.19060520775301398,025540
29,대우인터내셔널,2017,Q3,산업재,-0.2495476075871764,-0.03470147489995978,-0.002687308639279906,0.011648558954753696,0.0482860192267871,0.03346456692913535,-0.09761640157133478,0.23012701963408144,047050
29,한국항공우주,2017,Q3,산업재,0.22578965339006057,0.25860853767801717,0.060285504658331934,-0.06102356900340722,1.3843763058921854,0.03346456692913535,-0.12452464682153142,0.05683325993621334,047810
29,한전KPS,2017,Q3,산업재,-0.27659612149542767,-0.009410094028595273,0.02450704116359992,0.04415199187711005,-0.4709260336571369,0.03346456692913535,-0.18323139807849687,0.21906294070207016,051600
29,현대글로비스,2017,Q3,산업재,-0.19470552100981864,0.007859112269619217,0.011472862226873826,0.021401944733779876,0.020594263310540484,0.03346456692913535,0.0027675183676021398,0.10117766068052905,086280
