,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
23,유한양행,2019,Q1,헬스케어,-0.0043811838837226336,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,0.014660066264538203,000100
23,일동제약,2019,Q1,헬스케어,0.10398841392456162,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.12989226784397004,000230
23,동아쏘시오홀딩스,2019,Q1,헬스케어,0.016111266024000447,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,-0.09882153156890261,-0.1300372837390861,000640
23,부광약품,2019,Q1,헬스케어,-0.13773146786338733,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.11057331901045478,003000
23,영진약품,2019,Q1,헬스케어,-0.053645883868767064,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.2763510110479937,003520
23,녹십자,2019,Q1,헬스케어,-0.08976268973753454,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.11167185849764714,006280
23,일양약품,2019,Q1,헬스케어,-0.07533507582895178,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.15507327529336856,007570
23,서흥,2019,Q1,헬스케어,0.0586074972270033,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,0.18957113556892938,008490
23,광동제약,2019,Q1,헬스케어,0.012140336302373156,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,0.015370752471864216,009290
23,대웅제약,2019,Q1,헬스케어,-0.015594779739757238,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.03358604674266695,069620
23,한미약품,2019,Q1,헬스케어,-0.0900411324375388,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.22992399278530773,128940
23,동아에스티,2019,Q1,헬스케어,0.046891671499857956,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.07215338735325941,170900
23,종근당,2019,Q1,헬스케어,-0.05783276733538216,0.0,-0.06709658363690052,-0.6874179652905958,0.01754385964912264,-0.09282764948769218,0.0,-0.07694251311224679,185750
