,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
14,유한양행,2021,Q2,헬스케어,-0.03154098717449321,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,0.03409547304062605,000100
14,일동제약,2021,Q2,헬스케어,-0.07564943740893487,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,0.0830987898190405,000230
14,동아쏘시오홀딩스,2021,Q2,헬스케어,-0.03757965376465787,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.06506281265019764,000640
14,부광약품,2021,Q2,헬스케어,-0.006903933759275696,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.3135856335984487,003000
14,영진약품,2021,Q2,헬스케어,-0.11320843568757336,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.081472218687278,003520
14,녹십자,2021,Q2,헬스케어,-0.11135039035126715,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.17031195038415256,006280
14,일양약품,2021,Q2,헬스케어,-0.09215167327279107,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.08566177905560951,007570
14,서흥,2021,Q2,헬스케어,-0.0024974462839027715,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.09178981954668936,008490
14,광동제약,2021,Q2,헬스케어,-0.07242752538901487,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.03217929918736833,009290
14,대웅제약,2021,Q2,헬스케어,0.19366675195401076,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.14408817416037634,069620
14,한미약품,2021,Q2,헬스케어,-0.031371689926315345,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.08716205512470909,128940
14,동아에스티,2021,Q2,헬스케어,-0.04653119264432603,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.052288847207465745,170900
14,종근당,2021,Q2,헬스케어,0.0025232492542080105,0.0,0.131754905184698,0.7421096287815034,-0.11023622047244086,0.11734330484330613,0.0,-0.05969573323686616,185750
