,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
1,유한양행,2024,Q3,헬스케어,0.5302977539193272,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.07720671896762361,000100
1,일동제약,2024,Q3,헬스케어,-0.0836245273219364,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.20398249218684314,000230
1,동아쏘시오홀딩스,2024,Q3,헬스케어,0.10673495881254522,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.23453288397382438,000640
1,부광약품,2024,Q3,헬스케어,-0.09209426705591194,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.04565820476570984,003000
1,영진약품,2024,Q3,헬스케어,-0.06584683970613461,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.1258934633327838,003520
1,녹십자,2024,Q3,헬스케어,0.04124822995500206,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.15797906405163326,006280
1,일양약품,2024,Q3,헬스케어,-0.10442076528020697,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.1394667832167833,007570
1,서흥,2024,Q3,헬스케어,-0.11364233772798789,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.01841855113717534,008490
1,광동제약,2024,Q3,헬스케어,-0.01670221699653235,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.05928031072439577,009290
1,대웅제약,2024,Q3,헬스케어,0.18916351023857117,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.20194085745879306,069620
1,한미약품,2024,Q3,헬스케어,0.21547402246704772,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.30605436230436234,128940
1,동아에스티,2024,Q3,헬스케어,0.11852063188702255,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.4241662321269875,170900
1,종근당,2024,Q3,헬스케어,-0.04205449869618158,0.0,-0.05674568795778523,-0.2377021247854798,-0.09523809523809512,-0.11983510689291532,0.0,-0.2286742086199372,185750
