,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
19,유한양행,2020,Q1,헬스케어,0.05294228616675725,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.0026108399483019684,000100
19,일동제약,2020,Q1,헬스케어,0.1708108043303641,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.2223163771295673,000230
19,동아쏘시오홀딩스,2020,Q1,헬스케어,-0.01520887294945869,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.01797680704166238,-0.017716125577534908,000640
19,부광약품,2020,Q1,헬스케어,0.33822603827409736,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,0.10918016424452176,003000
19,영진약품,2020,Q1,헬스케어,0.07283381172024125,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.05310060968676805,003520
19,녹십자,2020,Q1,헬스케어,0.12251460977212217,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,0.6001770903150403,006280
19,일양약품,2020,Q1,헬스케어,0.012445188284518849,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,1.1250055987211747,007570
19,서흥,2020,Q1,헬스케어,0.31011104855083893,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.06201710193667512,008490
19,광동제약,2020,Q1,헬스케어,0.22469194663422415,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,0.06510587803462331,009290
19,대웅제약,2020,Q1,헬스케어,0.19327775825907356,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.19150606594542435,069620
19,한미약품,2020,Q1,헬스케어,-0.08863229393828863,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.009742006283337712,128940
19,동아에스티,2020,Q1,헬스케어,0.03913915501463555,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,-0.1656770632199041,170900
19,종근당,2020,Q1,헬스케어,0.2622179475173498,0.0,-0.20454187036744997,2.326416414584117,0.00943396226415083,-0.060040160642572116,0.0,0.3684488911853843,185750
