,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
13,유한양행,2021,Q3,헬스케어,0.03409547304062605,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.13205388132662688,000100
13,일동제약,2021,Q3,헬스케어,0.0830987898190405,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.07268899017813357,000230
13,동아쏘시오홀딩스,2021,Q3,헬스케어,-0.06506281265019764,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.05740492497456121,000640
13,부광약품,2021,Q3,헬스케어,-0.3135856335984487,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.07304964992850684,003000
13,영진약품,2021,Q3,헬스케어,-0.081472218687278,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.22966702290136187,003520
13,녹십자,2021,Q3,헬스케어,-0.17031195038415256,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,-0.08916531012314793,006280
13,일양약품,2021,Q3,헬스케어,-0.08566177905560951,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,-0.022441093876834642,007570
13,서흥,2021,Q3,헬스케어,-0.09178981954668936,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,-0.06578888428827526,008490
13,광동제약,2021,Q3,헬스케어,-0.03217929918736833,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.05838417734390898,009290
13,대웅제약,2021,Q3,헬스케어,-0.14408817416037634,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.3288844824079724,069620
13,한미약품,2021,Q3,헬스케어,-0.08716205512470909,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.1365419181680136,128940
13,동아에스티,2021,Q3,헬스케어,-0.052288847207465745,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,0.039211302652888455,170900
13,종근당,2021,Q3,헬스케어,-0.05969573323686616,0.0,0.06736077481840197,0.01761921683046319,-0.1504424778761062,-0.05306772908366497,0.0,-0.002806981680773424,185750
