,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
27,유한양행,2018,Q1,헬스케어,0.04101083704832133,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,0.06181745260227466,000100
27,일동제약,2018,Q1,헬스케어,-0.0034007412722550645,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,0.0011942483959284655,000230
27,동아쏘시오홀딩스,2018,Q1,헬스케어,-0.12669692296768342,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.02429785879535107,-0.060745958449324094,000640
27,부광약품,2018,Q1,헬스케어,0.09088692464583024,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,-0.08952205849758871,003000
27,영진약품,2018,Q1,헬스케어,0.025803151741293075,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,-0.05026423737245739,003520
27,녹십자,2018,Q1,헬스케어,0.08538803569428728,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,-0.1078080970215802,006280
27,일양약품,2018,Q1,헬스케어,-0.026526373991276164,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,-0.1165315600531816,007570
27,서흥,2018,Q1,헬스케어,0.06068375819570552,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,-0.06473727727885197,008490
27,광동제약,2018,Q1,헬스케어,-0.0014642845314028958,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,-0.09274581500862553,009290
27,대웅제약,2018,Q1,헬스케어,-0.031720595904997845,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,0.03403901863627715,069620
27,한미약품,2018,Q1,헬스케어,-0.09594763606609717,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,0.04667889320858402,128940
27,동아에스티,2018,Q1,헬스케어,-0.11209688354631328,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,0.061285453528211464,170900
27,종근당,2018,Q1,헬스케어,-0.12446704544380001,0.0,0.08575762500677153,-0.2528409114579355,0.01834862385321112,0.08530869157626775,0.0,0.021126053769131514,185750
