,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
25,유한양행,2018,Q3,헬스케어,0.11696122797582623,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.03716151888866581,000100
25,일동제약,2018,Q3,헬스케어,-0.008675498648981941,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,-0.05472955194698993,000230
25,동아쏘시오홀딩스,2018,Q3,헬스케어,0.010793714972808392,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.04862249558452403,0.08551818455140023,000640
25,부광약품,2018,Q3,헬스케어,0.17143220755002925,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.02248514498143717,003000
25,영진약품,2018,Q3,헬스케어,-0.12174053774873399,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.09373236051598459,003520
25,녹십자,2018,Q3,헬스케어,-0.18680988040292273,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.04082529363018968,006280
25,일양약품,2018,Q3,헬스케어,-0.0022308470800136704,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,-0.06094890592998774,007570
25,서흥,2018,Q3,헬스케어,-0.04708717561298177,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,-0.016285039356648892,008490
25,광동제약,2018,Q3,헬스케어,-0.12410651396372092,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.13934509992846605,009290
25,대웅제약,2018,Q3,헬스케어,0.029555656404603017,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.005216954353519602,069620
25,한미약품,2018,Q3,헬스케어,0.026422122860765306,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.0486003119179495,128940
25,동아에스티,2018,Q3,헬스케어,0.021830110025690054,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.0076486459547252285,170900
25,종근당,2018,Q3,헬스케어,-0.025548812158209394,0.0,0.009709172259507959,0.0442397512820667,0.11607142857142883,-0.09246405552800974,0.0,0.10650644290266467,185750
