,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
32,유한양행,2016,Q4,헬스케어,-0.0777993263259322,-0.020131494436087083,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0,0.05727365236155104,000100
32,일동제약,2016,Q4,헬스케어,-0.44602156784564295,-0.7176791055552325,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,-0.7060096804256982,-0.07016772285535461,000230
32,동아쏘시오홀딩스,2016,Q4,헬스케어,-0.2526357168042266,0.15842786247948615,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.08866217088858264,0.054852963462831396,000640
32,부광약품,2016,Q4,헬스케어,-0.15125339957992842,0.09285988626460395,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0020658759700882268,-0.011175219433781601,003000
32,영진약품,2016,Q4,헬스케어,-0.2861865203969422,0.00039270171554650624,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0038461538461538325,0.11486002590197653,003520
32,녹십자,2016,Q4,헬스케어,-0.13201985373027553,0.009061652925779207,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,1.2159533073929962,0.057138069288829675,006280
32,일양약품,2016,Q4,헬스케어,-0.22605738399661934,-0.015651140039666833,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0,0.030326225598005095,007570
32,서흥,2016,Q4,헬스케어,-0.17877250932823466,0.08866217088863193,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.08866217088863171,-0.04941481079204429,008490
32,광동제약,2016,Q4,헬스케어,-0.0900739170257911,9.547946644206107e-05,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0,-0.04471522932080928,009290
32,대웅제약,2016,Q4,헬스케어,-0.052516061062766045,0.05380685208602154,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0,0.08004819637260743,069620
32,한미약품,2016,Q4,헬스케어,-0.3288709999347528,0.08866217088860373,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.45550796477212563,0.22556129134254177,128940
32,동아에스티,2016,Q4,헬스케어,-0.15258150747025187,-0.10710259209725459,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0,-0.011747162235888509,170900
32,종근당,2016,Q4,헬스케어,-0.0911545614360885,0.1012238561587111,0.07425742574257432,0.9720054193181309,-0.06896551724137923,0.3210161662817601,0.0,0.0750055499277125,185750
