,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
24,유한양행,2018,Q4,헬스케어,0.03716151888866581,-0.03964938616943048,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.055556577478601765,-0.0043811838837226336,000100
24,일동제약,2018,Q4,헬스케어,-0.05472955194698993,0.0,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,4.090397791145506e-06,0.10398841392456162,000230
24,동아쏘시오홀딩스,2018,Q4,헬스케어,0.08551818455140023,-0.006657902179080577,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,-0.008256951594731277,0.016111266024000447,000640
24,부광약품,2018,Q4,헬스케어,0.02248514498143717,0.14113773815562825,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.0,-0.13773146786338733,003000
24,영진약품,2018,Q4,헬스케어,0.09373236051598459,0.02558434310650015,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.0,-0.053645883868767064,003520
24,녹십자,2018,Q4,헬스케어,0.04082529363018968,-0.018405840672893636,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.0,-0.08976268973753454,006280
24,일양약품,2018,Q4,헬스케어,-0.06094890592998774,-0.06374370683186259,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.0,-0.07533507582895178,007570
24,서흥,2018,Q4,헬스케어,-0.016285039356648892,-0.02819678244529844,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,2.0,0.0586074972270033,008490
24,광동제약,2018,Q4,헬스케어,0.13934509992846605,-0.14827462614467923,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.03378310184448141,0.012140336302373156,009290
24,대웅제약,2018,Q4,헬스케어,0.005216954353519602,-0.011445910290237449,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.0,-0.015594779739757238,069620
24,한미약품,2018,Q4,헬스케어,0.0486003119179495,-0.004031074325123618,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.18455444006446986,-0.0900411324375388,128940
24,동아에스티,2018,Q4,헬스케어,0.0076486459547252285,-0.0033458974664994923,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,0.0,0.046891671499857956,170900
24,종근당,2018,Q4,헬스케어,0.10650644290266467,0.06548186594667804,-0.09983604378074207,0.1528942253920036,-0.08800000000000008,-0.10693799508331026,9.915165165165165,-0.05783276733538216,185750
