,name,year,quarter,sector,Relative Return,보유 주식 수 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,금리 변화율,자기주식수 변화율,Label,Code
7,유한양행,2023,Q1,헬스케어,0.08422430114085966,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,0.29034291902187653,000100
7,일동제약,2023,Q1,헬스케어,-0.07049849609311148,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.04564954330338757,000230
7,동아쏘시오홀딩스,2023,Q1,헬스케어,-0.08179994737427296,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,0.04921519946166719,000640
7,부광약품,2023,Q1,헬스케어,-0.016555608896838294,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.16834066751682053,003000
7,영진약품,2023,Q1,헬스케어,-0.0429975109636127,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.12751493529536184,003520
7,녹십자,2023,Q1,헬스케어,0.02518955971872306,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.0883642258291437,006280
7,일양약품,2023,Q1,헬스케어,-0.03270437844605266,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.04376133949357327,007570
7,서흥,2023,Q1,헬스케어,-0.07148922121958703,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.08711301426865378,008490
7,광동제약,2023,Q1,헬스케어,0.04456560647099108,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,0.05405369388834563,009290
7,대웅제약,2023,Q1,헬스케어,0.01965366423819441,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.06986015896270115,069620
7,한미약품,2023,Q1,헬스케어,0.1040982669244066,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,0.05126414257970115,128940
7,동아에스티,2023,Q1,헬스케어,-0.05285487742783433,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,0.22828194819849823,170900
7,종근당,2023,Q1,헬스케어,0.050323351298373425,0.0,-0.08337411073888668,-0.11353477832962133,-0.05813953488372092,-0.12061758935426237,0.0,-0.04224943360334718,185750
