접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160516003193,Y,00141307,영풍,-,-,-,-,-,-,2015-12-31,2015,Q4
20180515001305,Y,00141307,영풍,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402003331,Y,00141307,영풍,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004367,Y,00141307,영풍,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002771,Y,00141307,영풍,2019년 07월 01일,장형진,"211,594",11.49%,시간외매매(+),-,2019-12-31,2019,Q4
20200330002771,Y,00141307,영풍,2019년 07월 01일,서린상사(주),0,0%,시간외매매(-),-,2019-12-31,2019,Q4
20210316000780,Y,00141307,영풍,2020년 06월 26일,장형진,"94,594",5.14%,장내매매(-),6.35% 감소,2020-12-31,2020,Q4
20210316000780,Y,00141307,영풍,2020년 06월 26일,씨케이(유),"117,000",6.35%,장내매매(+),6.35% 증가,2020-12-31,2020,Q4
20210316000780,Y,00141307,영풍,2020년 09월 28일,장형진,"42,594",2.31%,장내매매(-),2.83% 감소,2020-12-31,2020,Q4
20210316000780,Y,00141307,영풍,2020년 09월 28일,씨케이(유),"169,000",9.18%,장내매매(+),2.83% 증가,2020-12-31,2020,Q4
20220315000564,Y,00141307,영풍,2021년 01월 29일,장형진,"12,504",0.68%,장내매매(-),1.63% 감소,2021-12-31,2021,Q4
20220315000564,Y,00141307,영풍,2021년 01월 29일,에이치씨(유),"30,090",1.63%,장내매매(+),1.63% 증가,2021-12-31,2021,Q4
20230713000143,Y,00141307,영풍,2022년 09월 26일,씨케이(유),"167,481",9.09%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 11일,씨케이(유),"159,336",8.65%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 12일,씨케이(유),"159,125",8.64%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 13일,씨케이(유),"158,670",8.61%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 14일,씨케이(유),"158,421",8.60%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 17일,씨케이(유),"158,294",8.59%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 18일,씨케이(유),"158,108",8.58%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 19일,씨케이(유),"157,952",8.57%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 20일,씨케이(유),"157,902",8.57%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 21일,씨케이(유),"157,862",8.57%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 26일,씨케이(유),"157,744",8.56%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 09월 27일,씨케이(유),"163,544",8.88%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 27일,씨케이(유),"157,598",8.56%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 28일,씨케이(유),"157,390",8.54%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 10월 31일,씨케이(유),"157,167",8.53%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 11월 01일,씨케이(유),"157,008",8.52%,장내매매(-),-,2022-12-31,2022,Q4
20230713000143,Y,00141307,영풍,2022년 11월 02일,씨케이(유),"156,716",8.51%,장내매매(-),-,2022-12-31,2022,Q4
