접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160516001952,Y,00356361,LG화학,-,-,-,-,-,-,2015-12-31,2015,Q4
20170814001049,Y,00356361,LG화학,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402003684,Y,00356361,LG화학,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401003134,Y,00356361,LG화학,2017년 01월 02일,(주)LG,"23,534,211",30.06%,"엘지생명과학과의 합병으로 인한 신주발행에 따른
(주)LG의 소유주식수 및 지분율 변동",지분율은 발행주식총수 기준임 ,2018-12-31,2018,Q4
20200330004537,Y,00356361,LG화학,2017년 01월 02일,(주)LG,"23,534,211",30.06%,"엘지생명과학과의 합병으로 인한 신주발행에 따른
(주)LG의 소유주식수 및 지분율 변동",지분율은 발행주식총수 기준임 ,2019-12-31,2019,Q4
20210317001094,Y,00356361,LG화학,2017년 01월 02일,(주)LG,"23,534,211",30.06%,"엘지생명과학과의 합병으로 인한 신주발행에 따른
(주)LG의 소유주식수 및 지분율 변동",지분율은 발행주식총수 기준임 ,2020-12-31,2020,Q4
20220315001036,Y,00356361,LG화학,2017년 01월 02일,(주)LG,"23,534,211",30.06%,"엘지생명과학과의 합병으로 인한 신주발행에 따른
(주)LG의 소유주식수 및 지분율 변동",지분율은 발행주식총수 기준임 ,2021-12-31,2021,Q4
20230324001178,Y,00356361,LG화학,2017년 01월 02일,(주)LG,"23,534,211",30.06%,"엘지생명과학과의 합병으로 인한 신주발행에 따른
(주)LG의 소유주식수 및 지분율 변동",지분율은 발행주식총수 기준임 ,2022-12-31,2022,Q4
20240315000957,Y,00356361,LG화학,2017년 01월 02일,(주)LG,"23,534,211",30.06%,"엘지생명과학과의 합병으로 인한 신주발행에 따른
(주)LG의 소유주식수 및 지분율 변동",지분율은 발행주식총수 기준임 ,2023-12-31,2023,Q4
20250731000339,Y,00356361,LG화학,-,-,-,-,-,-,2024-12-31,2024,Q4
