접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160516003231,Y,00181712,SK,2009년 11월 11일,최태원,"22,250,000",44.50%,-,신규상장,2015-12-31,2015,Q4
20160516003231,Y,00181712,SK,2011년 10월 05일,최태원,"20,250,000",40.50%,-,"시간외매매 (△2,000,000)",2015-12-31,2015,Q4
20160516003231,Y,00181712,SK,2011년 12월 06일,최태원,"19,000,000",38.00%,-,"시간외매매 (△1,250,000)",2015-12-31,2015,Q4
20160516003231,Y,00181712,SK,2014년 07월 01일,최태원,"16,550,000",33.10%,-,"시간외매매 (△2,450,000)",2015-12-31,2015,Q4
20160516003231,Y,00181712,SK,2014년 08월 13일,최태원,"16,458,105",32.92%,-,"증여 (△91,895)",2015-12-31,2015,Q4
20160516003231,Y,00181712,SK,2015년 04월 27일,최태원,"16,458,105",37.40%,-,"자기주식 소각으로
지분율 증가",2015-12-31,2015,Q4
20160516003231,Y,00181712,SK,2015년 08월 03일,최태원,"16,465,472",23.40%,-,"(舊) SK주식회사와의
합병으로 인한 주식수
(7,367주) 증가 및
지분율 하락",2015-12-31,2015,Q4
20170331004601,Y,00181712,SK,2009년 11월 11일,최태원,"22,250,000",44.50%,-,신규상장,2016-12-31,2016,Q4
20170331004601,Y,00181712,SK,2011년 10월 05일,최태원,"20,250,000",40.50%,-,"시간외매매 (△2,000,000)",2016-12-31,2016,Q4
20170331004601,Y,00181712,SK,2011년 12월 06일,최태원,"19,000,000",38.00%,-,"시간외매매 (△1,250,000)",2016-12-31,2016,Q4
20170331004601,Y,00181712,SK,2014년 07월 01일,최태원,"16,550,000",33.10%,-,"시간외매매 (△2,450,000)",2016-12-31,2016,Q4
20170331004601,Y,00181712,SK,2014년 08월 13일,최태원,"16,458,105",32.92%,-,"증여 (△91,895)",2016-12-31,2016,Q4
20170331004601,Y,00181712,SK,2015년 04월 27일,최태원,"16,458,105",37.40%,-,"자기주식 소각으로
지분율 증가",2016-12-31,2016,Q4
20170331004601,Y,00181712,SK,2015년 08월 03일,최태원,"16,465,472",23.40%,-,"(舊) SK주식회사와의
합병으로 인한 주식수
(7,367주) 증가 및
지분율 하락",2016-12-31,2016,Q4
20180402004650,Y,00181712,SK,2009년 11월 11일,"최태원, 최기원, SK텔레콤","32,000,000",64.00%,-,신규상장,2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2011년 02월 16일,"최태원, 최기원, 김신배, 정철길
SK주식회사 (舊 에스케이씨앤씨주식회사)","30,004,027",60.01%,-,"정철길 (3,500주) 신규매입",2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2011년 03월 11일,"최태원, 최기원, 정철길, 한영석, 조영호
SK주식회사 (舊 에스케이씨앤씨주식회사)","30,007,057",60.01%,-,"김신배 임원퇴임 (△527주) 및
한영석(224주), 조영호 (3,333주) 신규매입",2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2011년 06월 03일,"최태원, 최기원, 정철길, 조영호
SK주식회사 (舊 에스케이씨앤씨주식회사)","30,006,833",60.01%,-,한영석(△224주) 장내매도,2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2011년 10월 05일,"최태원, 최기원, 정철길, 조영호
SK주식회사 (舊 에스케이씨앤씨주식회사)","28,006,833",56.01%,-,"최태원 시간외매도 (△2,000,000)",2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2011년 12월 06일,"최태원, 최기원, 정철길, 조영호
SK주식회사 (舊 에스케이씨앤씨주식회사)","26,756,833",53.51%,-,"최태원 시간외매도 (△1,250,000)",2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2012년 05월 03일,"최태원, 최기원, 정철길, 조영호
SK주식회사 (舊 에스케이씨앤씨주식회사)","26,758,633",53.52%,-,"정철길 추가매입 (1,800주)",2017-12-31,2017,Q4
20180402004650,Y,00181712,SK,2012년 05월 22일,"최태원, 최기원, 최신원, 정철길, 조영호
SK주식회사 (舊 에스케이씨앤씨주식회사)","26,759,133",53.52%,-,최신원 신규매입 (500주),2017-12-31,2017,Q4
