접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160516003079,Y,00113526,대한항공,2014년 11월 11일,㈜한진칼,"28,148,059",47.08%,-,-,2015-12-31,2015,Q4
20170331004822,Y,00113526,대한항공,2014년 11월 11일,㈜한진칼,"28,148,059",47.08%,-,-,2016-12-31,2016,Q4
20190401004973,Y,00113526,대한항공,-,-,-,-,-,-,2017-12-31,2017,Q4
20200409002561,Y,00113526,대한항공,-,-,-,-,-,-,2018-12-31,2018,Q4
20200414002243,Y,00113526,대한항공,-,-,-,-,-,-,2019-12-31,2019,Q4
20210318001404,Y,00113526,대한항공,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315001120,Y,00113526,대한항공,-,-,-,-,-,-,2021-12-31,2021,Q4
20230314000740,Y,00113526,대한항공,-,-,-,-,-,-,2022-12-31,2022,Q4
20240313001650,Y,00113526,대한항공,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318001334,Y,00113526,대한항공,-,-,-,-,-,-,2024-12-31,2024,Q4
