code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
9540,Hyundai_Heavy_Industries,중공업,2017,Q1,"9,459,021,036,000","12,822,847,244,000","29,337,413,940,000","16,368,789,472,000","2,116,832,564,000","22,641,363,176,000","11,914,569,244,000","6,696,050,764,000",2809249099000.0,62871251000.0,204402029000.0,212025539000.0,212025539000.0,"380,000,000,000",,,,,,,,,,
10140,Samsung_Heavy Industries,중공업,2017,Q1,"7,904,258,720,990","6,817,262,848,764","14,721,521,569,754","7,695,087,216,320","1,000,238,762,647","8,695,325,978,967","3,414,186,980,945","6,026,195,590,787",2269193195607.0,19669555706.0,42056063399.0,35533218382.0,35533218382.0,,,,,,,,,,,
10620,Hyundai_Mipo_Dockyard,중공업,2017,Q1,"1,713,499,722,000","2,720,379,104,000","4,433,878,826,000","1,782,088,338,000","374,249,862,000","2,156,338,200,000","1,294,321,331,000","2,277,540,626,000",747185659000.0,38342513000.0,36346464000.0,26831886000.0,26831886000.0,,,,,,,,,,,
12450,Hanwha_Aerospace,중공업,2017,Q1,"1,860,368,090,214","2,941,262,487,075","4,801,630,577,289","1,459,062,471,356","1,210,161,748,013","2,669,224,219,369","1,193,919,800,303","2,132,406,357,920",540762317753.0,9474629828.0,17755167259.0,23390024378.0,23390024378.0,,,,,,,,,,,
17800,Hyundai_Elevator,중공업,2017,Q1,"702,123,715,563","709,712,358,994","1,411,836,074,557","579,855,986,424","17,637,837,609","597,493,824,033","202,109,545,820","814,342,250,524",388071212295.0,39304948752.0,41148016570.0,31454428441.0,31454428441.0,,,,,,,,,,,
34020,Doosan_Heavy_Industries,중공업,2017,Q1,"3,360,949,017,185","8,194,357,463,265","11,555,306,480,450","4,918,270,404,298","2,430,940,442,125","7,349,210,846,423","1,576,447,416,717","4,206,095,634,027",1047179914754.0,82522581524.0,47839621370.0,34186181888.0,34186181888.0,,,,,,,,,,,
42660,Daewoo_Shipbuilding_&_Marine_Engineering,중공업,2017,Q1,"6,385,179,549,276","5,835,679,913,700","12,220,859,462,976","10,501,293,684,225","1,265,704,079,555","11,766,997,763,780","-1,289,856,397,459","453,861,699,196",2533075531972.0,214763746334.0,246357162160.0,222553587801.0,222553587801.0,,,,,,,,,,,
42670,Doosan_Infracore,중공업,2017,Q1,"1,210,467,579,990","3,917,858,190,145","5,128,325,770,135","2,383,587,834,514","887,052,469,812","3,270,640,304,326","48,442,149,178","1,857,685,465,809",665217100369.0,25612917570.0,67464574131.0,48442149178.0,48442149178.0,,,,,,,,,,,
64350,Hyundai_Rotem,중공업,2017,Q1,"2,343,583,146,000","1,288,517,162,000","3,632,100,308,000","1,074,946,372,000","1,188,406,281,000","2,263,352,653,000","535,357,721,000","1,368,747,655,000",537659542000.0,25378289000.0,6691295000.0,7658736000.0,7658736000.0,"425,000,000,000",,,,,,,,,,
82740,Doosan_Engine,중공업,2017,Q1,"424,211,786,245","934,621,845,581","1,358,833,631,826","646,244,078,488","151,659,660,052","797,903,738,540","19,243,110,333","560,929,893,286",207782898408.0,4479072158.0,4268738517.0,3314825137.0,3314825137.0,,,,,,,,,,,
97230,HHI_Heavy_Industries,중공업,2017,Q1,"1,519,145,000,000","2,210,628,000,000","3,729,773,000,000","1,545,404,000,000","1,409,622,000,000","2,955,026,000,000","-520,861,000,000","774,747,000,000",339476000000.0,-62000000.0,-85685000000.0,-76834000000.0,-76834000000.0,,,,,,,,,,,
