code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
660,S_hynix,Technology,2023,Q4,"17,751,302,000,000","75,198,085,000,000","92,949,387,000,000","16,197,793,000,000","22,233,272,000,000","38,431,065,000,000","48,734,611,000,000","54,518,322,000,000",9733359000000.0,439135000000.0,-1728715000000.0,-1093258000000.0,-1093258000000.0,"3,657,652,000,000",-4120409000000.0
4710,Hansol_Technics,Technology,2023,Q4,"200,869,459,771","365,066,250,638","565,935,710,409","177,681,876,792","84,345,261,175","262,027,137,967","88,162,342,047","303,908,572,442",137536818429.0,-5185369878.0,4660208695.0,6177884654.0,6177884654.0,"160,549,390,000",27410392713.0
5930,Samsung_Electronics,Technology,2023,Q4,"68,548,442,000,000","228,308,847,000,000","296,857,289,000,000","41,775,101,000,000","30,294,414,000,000","72,069,515,000,000","219,963,351,000,000","224,787,774,000,000",42610099000000.0,-1751445000000.0,-1441136000000.0,1237560000000.0,1237560000000.0,"897,514,000,000",14709625000000.0
6400,Samsung_SDI,Technology,2023,Q4,"5,278,919,586,994","14,251,061,816,926","19,529,981,403,920","5,017,094,064,626","1,115,874,410,553","6,132,968,475,179","7,983,937,130,537","13,397,012,928,741",4988765212914.0,102472907883.0,87932462743.0,126004584566.0,126004584566.0,"356,712,130,000",585338542004.0
8060,Daeduck_Electronics,Technology,2023,Q4,"128,586,291,526","397,807,096,515","526,393,388,041","2,362,335,398","104,638,839","2,466,974,237","16,593,566,006","523,926,413,804",2101682248.0,167778964.0,3654251305.0,2944141627.0,2944141627.0,"17,551,253,500",15051439100.0
9150,Samsung_Electro-Mechanics,Technology,2023,Q4,"3,884,300,286,185","4,404,777,663,323","8,289,077,949,508","1,966,518,942,993","438,564,798,180","2,405,083,741,173","211,853,135,049","5,883,994,208,335",1701786667873.0,16482191043.0,17827749171.0,31839161994.0,31839161994.0,"388,003,400,000",178760226399.0
10780,IS_Dongseo,Technology,2023,Q4,"2,204,013,176,806","1,440,280,626,935","3,644,293,803,741","1,391,520,290,444","680,855,348,347","2,072,375,638,791","1,156,751,602,459","1,571,918,164,950",340250504774.0,88653109347.0,-39450191694.0,-44245734761.0,-44245734761.0,"15,446,303,000",160640862987.0
11070,LG_Innotek,Technology,2023,Q4,"4,894,577,000,000","5,069,630,000,000","9,964,207,000,000","4,096,030,000,000","2,066,519,000,000","6,162,549,000,000","2,531,546,000,000","3,801,658,000,000",7475840853039.0,304463824723.0,247049458112.0,221905157785.0,221905157785.0,"118,336,000,000",220558249507.0
18260,Samsung_SDS,Technology,2023,Q4,"3,956,739,154,665","3,703,703,888,090","7,660,443,042,755","1,079,973,421,261","452,487,775,276","1,532,461,196,537","5,066,399,096,039","6,127,981,846,218",1378308497885.0,122699945733.0,174676395560.0,134195141288.0,134195141288.0,"38,688,900,000",278749331601.0
34220,LG_Display,Technology,2023,Q4,"5,590,482,000,000","24,141,930,000,000","29,732,412,000,000","16,422,259,000,000","7,628,598,000,000","24,050,857,000,000","1,641,363,000,000","5,681,555,000,000",6850977000000.0,-217606000000.0,-160487000000.0,-128704000000.0,-128704000000.0,"1,789,079,000,000",-1027616000000.0
35420,NAVER_Corp,Technology,2023,Q4,"1,760,970,079,780","13,719,021,368,915","15,479,991,448,695","1,730,888,911,821","2,298,276,495,744","4,029,165,407,565","11,379,610,436,159","11,450,826,041,130",1450480528179.0,441963027674.0,474412638687.0,301985788727.0,301985788727.0,"16,481,339,500",1105765158847.0
36570,NCSOFT,Technology,2023,Q4,"2,150,578,607,930","2,152,265,681,184","4,302,844,289,114","552,561,635,180","481,830,897,748","1,034,392,532,928","3,468,620,950,391","3,268,451,756,186",400050790413.0,2420174846.0,-24428341652.0,20370161951.0,20370161951.0,"10,977,011,000",163255026673.0
42700,Hanmi_Semiconductor,Technology,2023,Q4,"316,037,370,015","427,350,483,723","743,387,853,738","104,858,437,423","46,777,338,696","151,635,776,119","521,928,885,599","591,752,077,619",51744546346.0,19422123289.0,110514894702.0,85981370406.0,85981370406.0,"12,716,420,500",254938177086.0
66570,LG_Electronics,Technology,2023,Q4,"10,757,937,000,000","20,989,616,000,000","31,747,553,000,000","13,233,469,000,000","7,998,537,000,000","21,232,006,000,000","6,566,223,000,000","10,515,547,000,000",6753063000000.0,-419956000000.0,-894573000000.0,-756023000000.0,-756023000000.0,"904,169,000,000",127831000000.0
