code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,영업비용
034120,SBS,커뮤니케이션서비스,2022,Q2,2022-08-12,"619,614,571,753","589,010,645,580","1,208,625,217,333","332,379,454,198","217,666,954,826","550,046,409,024","91,262,910,000","524,609,390,078","658,578,808,309",220664526032,39737702693,64064515752,48750511379,48750511379,,
034120,SBS,커뮤니케이션서비스,2022,Q3,2022-11-11,"498,316,874,755","668,548,903,996","1,166,865,778,751","299,510,724,908","192,716,132,865","492,226,857,773","91,262,910,000","540,669,502,747","674,638,920,978",203351071398,20919187417,21886101058,17084190003,17084190003,,
034120,SBS,커뮤니케이션서비스,2022,Q4,2022-03-17,"529,941,805,775","693,483,512,289","1,223,425,318,064","292,004,991,805","225,188,932,695","517,193,924,500","91,262,910,000","572,261,975,333","706,231,393,564",354225412323,32743159394,30538363818,19955230740,19955230740,,
034120,SBS,커뮤니케이션서비스,2023,Q1,2023-05-12,"505,428,331,323","687,004,142,944","1,192,432,474,267","278,642,007,743","223,665,613,971","502,307,621,714","91,262,910,000","556,155,434,322","690,124,852,553",188036363894,-6914591860,620820030,1033283839,1033283839,,
034120,SBS,커뮤니케이션서비스,2023,Q2,2023-08-11,"452,349,931,866","699,090,820,767","1,151,440,752,633","228,873,077,055","218,312,731,187","447,185,808,242","91,262,910,000","570,285,526,160","704,254,944,391",235862935859,17617812949,16377838419,14090808780,14090808780,,
034120,SBS,커뮤니케이션서비스,2023,Q3,2023-11-13,"475,034,105,843","678,985,407,639","1,154,019,513,482","336,593,071,213","108,080,700,394","444,673,771,607","91,262,910,000","575,376,323,644","709,345,741,875",210866124949,6463542481,6421590673,5214296255,5214296255,5090797484,
034120,SBS,커뮤니케이션서비스,2023,Q4,2023-03-16,"457,870,852,506","718,759,706,771","1,176,630,559,277","342,653,291,122","99,324,437,459","441,977,728,581","92,756,190,000","577,583,859,396","734,652,830,696",231815113070,17475145452,12536063462,11259754512,11259754512,17921154579,
034120,SBS,커뮤니케이션서비스,2024,Q1,2024-05-14,"527,705,205,640","694,040,930,069","1,221,746,135,709","408,761,537,815","97,200,584,156","505,962,121,971","92,756,190,000","558,715,042,438","715,784,013,738",161142451081,-14954191707,-13280287119,-9986841349,-9986841349,-9594619958,
034120,SBS,커뮤니케이션서비스,2024,Q2,2024-08-13,"448,860,090,327","691,418,019,505","1,140,278,109,832","320,707,909,632","98,937,533,184","419,645,442,816","92,756,190,000","563,563,695,716","720,632,667,016",191871632287,5479837420,5347861103,4489979557,4489979557,4848653278,
034120,SBS,커뮤니케이션서비스,2024,Q3,2024-11-12,"415,781,585,885","673,223,448,144","1,089,005,034,029","254,383,519,275","133,125,509,934","387,509,029,209","92,756,190,000","544,427,033,520","701,496,004,820",247423645883,-25469534477,-25715796855,-19489730554,-19489730554,-19136662196,
034120,SBS,커뮤니케이션서비스,2024,Q4,2024-03-21,"426,460,799,643","685,710,310,356","1,112,171,109,999","273,119,844,893","131,356,013,843","404,475,858,736","92,756,190,000","550,626,279,963","707,695,251,263",167993079072,9004448425,4249923823,7578737621,7578737621,6199246443,794370248662
