code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
011780,금호석유,에너지_화학,2015,Q4,2016-03-30,"709,846,885,322","2,423,348,812,296","3,133,195,697,618","1,300,377,714,318","625,102,994,860","1,925,480,709,178","797,695,720,794","1,207,714,988,440",3159552412488,144299098466,99363422629,77469140616,,
011780,금호석유,에너지_화학,2016,Q1,2016-05-16,"766,811,450,242","2,452,468,413,374","3,219,279,863,616","1,446,046,766,175","543,471,103,843","1,989,517,870,018","809,041,529,089","1,229,761,993,598",709621667517,45480635265,43953266027,33304194893,,
011780,금호석유,에너지_화학,2016,Q2,2016-08-16,"807,027,707,916","2,454,736,680,609","3,261,764,388,525","1,477,820,793,687","538,480,576,867","2,016,301,370,554","840,526,996,515","1,245,463,017,971",795099052129,49518666922,40382589664,28676953295,,
011780,금호석유,에너지_화학,2016,Q3,2016-11-14,"711,671,791,647","2,468,940,660,147","3,180,612,451,794","1,497,689,273,050","408,687,125,544","1,906,376,398,594","852,033,197,488","1,274,236,053,200",765374607001,15265007179,9252457183,8529526335,,
011780,금호석유,에너지_화학,2016,Q4,2017-03-31,"965,647,793,830","2,463,474,773,565","3,429,122,567,395","1,846,205,170,639","346,552,358,062","2,192,757,528,701","815,749,632,216","1,236,365,038,694",868521936671,22985759089,-47558944552,-41093803090,,
011780,금호석유,에너지_화학,2017,Q1,2017-05-15,"1,120,252,195,145","2,459,105,526,223","3,579,357,721,368","1,853,993,873,982","430,604,681,512","2,284,598,555,494","845,821,885,611","1,294,759,165,874",1109646247307,50625636261,65761926195,52039717180,,
011780,금호석유,에너지_화학,2017,Q2,2017-08-14,"979,859,282,725","2,472,078,704,534","3,451,937,987,259","1,655,809,518,362","450,129,713,082","2,105,939,231,444","863,603,337,804","1,345,998,755,815",955097336548,34923219573,25458694447,16584278257,,
011780,금호석유,에너지_화학,2017,Q3,2017-11-14,"1,043,784,911,518","2,416,667,576,221","3,460,452,487,739","1,678,848,145,644","443,986,471,249","2,122,834,616,893","894,478,335,360","1,337,617,870,846",925307710058,50896081901,39345862426,28482957367,"167,455,885,000",
011780,금호석유,에너지_화학,2017,Q4,2018-04-02,"1,018,664,806,772","2,359,774,132,058","3,378,438,938,830","1,610,026,300,364","386,897,187,620","1,996,923,487,984","932,066,165,647","1,381,515,450,846",935999469577,79906166397,52830468155,38314931925,"167,455,885,000",
011780,금호석유,에너지_화학,2018,Q1,2018-05-15,"1,049,544,829,687","2,319,342,255,657","3,368,887,085,344","1,598,292,661,670","349,691,608,784","1,947,984,270,454","974,042,623,134","1,420,902,814,890",939377748382,96529452957,94930060081,69532513151,"167,455,885,000",
