code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
033780,KT&G,생활소비재,2015,Q4,2016-03-30,"3,906,366,752,073","3,495,242,623,510","7,401,609,375,583","1,429,755,238,116","124,033,696,801","1,553,788,934,917","954,959,485,000","947,226,082,215","5,847,820,440,666",2821671433073,1240158288442,1297251487070,971105261844,
033780,KT&G,생활소비재,2016,Q1,2016-05-16,"4,028,901,522,606","3,502,069,583,781","7,530,971,106,387","1,653,308,133,379","135,592,755,759","1,788,900,889,138","954,959,485,000","253,704,011,411","5,742,070,217,249",701231649723,327354220667,334004615245,253768803617,
033780,KT&G,생활소비재,2016,Q2,2016-08-16,"3,899,231,138,519","3,528,262,120,573","7,427,493,259,092","1,290,078,117,806","128,027,212,822","1,418,105,330,628","954,959,485,000","529,936,771,425","6,009,387,928,464",745502887098,322743144011,364297376711,276247286047,
033780,KT&G,생활소비재,2016,Q3,2016-11-14,"4,021,942,418,203","3,543,251,429,416","7,565,193,847,619","1,208,148,217,107","132,727,682,220","1,340,875,899,327","954,959,485,000","737,986,800,224","6,224,317,948,292",753825929153,349283282565,276108042115,207988023552,
033780,KT&G,생활소비재,2016,Q4,2017-03-31,"4,782,328,715,150","3,656,685,115,419","8,439,013,830,569","1,762,298,786,473","136,870,115,230","1,899,168,901,703","954,959,485,000","1,029,416,405,188","6,539,844,928,866",767614296517,302561627957,440639158639,358950835704,
033780,KT&G,생활소비재,2017,Q1,2017-05-15,"4,320,554,352,242","3,805,332,229,328","8,125,886,581,570","1,595,641,909,284","148,159,590,742","1,743,801,500,026","954,959,485,000","252,720,176,636","6,382,085,081,544",725989618804,319888141436,315585757206,253158833263,
033780,KT&G,생활소비재,2017,Q2,2017-08-11,"4,126,442,361,963","3,849,272,299,041","7,975,714,661,004","1,158,631,796,126","148,569,467,688","1,307,201,263,814","954,959,485,000","516,202,217,075","6,668,513,397,190",801257660991,343092635367,369832098683,263441887465,
033780,KT&G,생활소비재,2017,Q3,2017-11-14,"4,838,242,618,061","3,935,572,947,642","8,773,815,565,703","1,680,163,745,769","153,975,790,862","1,834,139,536,631","954,959,485,000","785,713,840,544","6,939,676,029,072",789494946622,338476603896,357120074698,269470939254,
033780,KT&G,생활소비재,2017,Q4,2018-04-02,"4,688,298,705,524","3,976,376,392,002","8,664,675,097,526","1,456,484,334,577","80,376,813,517","1,536,861,148,094","954,959,485,000","974,353,015,256","7,127,813,949,432",683345636292,256423843487,223448314298,212134368901,
033780,KT&G,생활소비재,2018,Q1,2018-05-15,"4,805,084,146,458","4,017,406,757,395","8,822,490,903,853","1,934,173,126,319","68,895,654,861","2,003,068,781,180","954,959,485,000","224,588,741,286","6,819,422,122,673",572315586763,213313334578,324259697419,256931132265,
033780,KT&G,생활소비재,2018,Q2,2018-08-14,"4,616,862,982,810","4,174,443,993,954","8,791,306,976,764","1,656,120,811,568","70,662,076,381","1,726,782,887,949","954,959,485,000","476,859,964,516","7,064,524,088,815",705516360607,275710186025,344783672433,252617947100,
033780,KT&G,생활소비재,2018,Q3,2018-11-14,"4,731,439,095,836","4,293,994,065,590","9,029,680,083,431","1,666,053,335,712","81,779,952,785","1,747,833,288,497","954,959,485,000","687,683,006,462","7,281,846,794,934",663865225134,275320931872,289107545749,211140515134,
033780,KT&G,생활소비재,2018,Q4,2019-03-29,"4,418,631,764,114","4,311,283,870,155","8,729,915,634,269","1,289,017,915,821","75,676,425,167","1,364,694,340,988","954,959,485,000","791,026,709,122","7,365,221,293,281",682918920067,240086994410,201519444427,135999959511,
033780,KT&G,생활소비재,2019,Q1,2019-05-15,"4,894,952,481,894","4,376,354,535,780","9,271,307,017,674","2,093,851,527,078","95,898,251,274","2,189,749,778,352","954,959,485,000","213,593,043,042","7,081,557,239,322",658670699624,252678507131,294295882310,214079714028,
033780,KT&G,생활소비재,2019,Q2,2019-08-14,"4,823,527,924,370","4,478,583,509,767","9,302,111,434,137","1,817,204,656,340","123,837,602,723","1,941,042,259,063","954,959,485,000","486,983,361,913","7,361,069,175,074",812615657556,339906730098,390802180347,286173643247,
033780,KT&G,생활소비재,2019,Q3,2019-11-14,"4,299,849,567,639","4,725,651,869,176","9,025,501,436,815","1,295,680,228,348","128,884,265,932","1,424,564,494,280","954,959,485,000","737,964,037,617","7,600,936,942,535",723442075187,284882304724,342800431210,250522452292,
033780,KT&G,생활소비재,2019,Q4,2020-03-20,"4,314,192,739,869","4,798,584,899,636","9,112,777,639,505","1,251,513,027,508","81,180,959,586","1,332,693,987,094","954,959,485,000","888,251,673,785","7,780,083,652,411",747890426094,257098103633,197648003755,140605018235,
033780,KT&G,생활소비재,2020,Q1,2020-05-15,"4,453,279,245,236","4,825,390,037,076","9,278,669,282,312","1,756,726,664,283","83,410,260,905","1,840,136,925,188","954,959,485,000","260,505,221,532","7,438,532,357,124",661294753772,249877910159,354809279817,260758393674,
033780,KT&G,생활소비재,2020,Q2,2020-08-14,"4,457,429,393,081","4,935,513,456,916","9,392,942,849,997","1,573,895,690,130","106,352,848,922","1,680,248,539,052","954,959,485,000","532,422,125,257","7,712,694,310,945",908092653424,369878259101,376017051352,274850239288,
033780,KT&G,생활소비재,2020,Q3,2020-11-13,"4,791,941,705,033","5,041,117,056,066","9,833,058,761,099","1,973,094,945,930","114,181,159,487","2,087,276,105,417","954,959,485,000","774,086,848,314","7,745,782,655,682",908771206371,353607016814,329215135712,241343139127,
033780,KT&G,생활소비재,2020,Q4,2021-03-11,"4,708,230,783,467","5,171,312,859,967","9,879,543,643,434","1,717,954,707,436","107,646,746,067","1,825,601,453,503","954,959,485,000","1,060,221,437,118","8,053,942,189,931",957225616373,363654743555,405436846320,298357715805,
033780,KT&G,생활소비재,2021,Q1,2021-05-17,"4,803,652,485,234","5,255,910,590,807","10,059,563,076,041","2,248,355,063,351","110,242,669,769","2,358,597,733,120","954,959,485,000","236,641,078,553","7,700,965,342,921",757787960642,247949999702,319801171642,236976249843,
033780,KT&G,생활소비재,2021,Q2,2021-08-17,"4,218,498,633,770","5,390,669,994,970","9,609,168,628,740","1,533,105,602,537","112,768,061,307","1,645,873,663,844","954,959,485,000","486,151,756,614","7,963,294,964,896",950905694772,326379544323,334294502944,243281897631,
033780,KT&G,생활소비재,2021,Q3,2021-11-15,"4,514,481,278,536","5,547,566,956,586","10,062,048,235,122","1,683,707,297,004","120,732,157,787","1,804,439,454,791","954,959,485,000","783,714,100,209","8,257,608,780,331",930419847902,324295257788,406301672003,297604249243,
033780,KT&G,생활소비재,2021,Q4,2022-03-21,"4,008,999,325,718","5,772,652,105,403","9,781,651,431,121","1,715,413,871,960","66,122,484,346","1,781,536,356,306","954,959,485,000","877,116,550,879","8,000,115,074,815",851342304292,184799186381,142404547187,75081777941,
033780,KT&G,생활소비재,2022,Q1,2022-05-16,"4,055,370,965,039","5,834,612,367,000","9,889,983,332,039","2,127,330,298,089","69,094,435,528","2,196,424,733,617","954,959,485,000","248,902,846,225","7,693,558,598,422",844849883439,272561308510,357320961911,257874059744,
033780,KT&G,생활소비재,2022,Q2,2022-08-16,"3,965,688,263,816","5,940,527,335,178","9,906,215,598,994","1,800,401,206,108","75,037,450,202","1,875,438,656,310","954,959,485,000","599,167,986,457","8,030,776,942,684",966346260699,312650238664,478084215730,350468417180,
